443756673  62.6798  66.8874  68.7901  64.3292  70.9028  61.2382  58.4497  53.4816  61.0523  60.8497  56.5059  56.647  70.8144  85.6457  69.7518  81.4621  84.6499  79.1966  99.558  105.307  97.1457  92.3811  99.6685  94.8798
443756767  62.7241  66.9228  68.811  64.4356  70.9644  61.3847  58.4534  53.4917  61.0305  60.8546  56.5086  56.6519  70.8107  85.6448  69.7448  81.4568  84.6506  79.1985  99.5537  105.3  97.1475  92.3687  99.6622  94.8628
443756861  62.7698  66.9633  68.9045  64.4767  70.9741  61.4902  58.4598  53.483  61.0491  60.8563  56.5114  56.6561  70.8112  85.6426  69.7445  81.4577  84.6501  79.1987  99.553  105.301  97.1468  92.3729  99.6639  94.8635
443756954  62.811  67.0007  68.8801  64.3945  71.0527  61.6785  58.4674  53.4866  61.0004  60.8478  56.5204  56.6595  70.8064  85.6368  69.735  81.4572  84.6564  79.2004  99.5447  105.292  97.1489  92.3666  99.6618  94.8537
443757045  62.8095  67.013  68.879  64.3692  71.0216  61.66  58.4671  53.4801  61.0115  60.8476  56.5201  56.6616  70.8046  85.6357  69.7375  81.4583  84.6547  79.1996  99.5433  105.293  97.1476  92.3714  99.6625  94.856
443757134  62.8607  66.9852  68.8409  64.4415  71.0176  61.7746  58.473  53.4693  61.0047  60.853  56.5183  56.6615  70.8061  85.6388  69.7372  81.4528  84.652  79.198  99.5463  105.295  97.1476  92.3686  99.6606  94.8525
443757232  62.9408  67.0083  68.8561  64.4682  71.1128  62.0439  58.4864  53.4493  61.0048  60.8546  56.5264  56.6625  70.8099  85.6349  69.7368  81.4459  84.6546  79.1958  99.5461  105.294  97.1475  92.3666  99.6619  94.8542
443757326  62.9794  67.0164  68.8906  64.5481  71.22  62.2255  58.4933  53.4289  61.0092  60.8605  56.5351  56.6651  70.8072  85.6311  69.7344  81.4455  84.6583  79.1995  99.5438  105.288  97.1471  92.3579  99.6597  94.8498
443757417  62.9276  66.965  68.8793  64.44  71.1288  62.055  58.4839  53.4227  61.0216  60.8524  56.5294  56.668  70.806  85.6343  69.7382  81.4438  84.6542  79.1999  99.5477  105.291  97.1471  92.3534  99.6574  94.8508
443757509  62.9642  66.9528  68.8768  64.4567  71.1693  62.1819  58.4911  53.4068  61.0111  60.851  56.5347  56.6703  70.8072  85.6319  69.7356  81.4415  84.6537  79.1979  99.5457  105.287  97.1462  92.3482  99.6547  94.8405
443757604  62.9509  67.0747  69.0284  64.6236  71.449  62.3997  58.4856  53.4391  61.0265  60.8605  56.5644  56.6718  70.8143  85.6302  69.731  81.4419  84.65  79.1963  99.5485  105.286  97.1437  92.3449  99.6514  94.8305
443757698  63.0949  67.1762  69.1764  64.6696  71.6083  62.8416  58.5096  53.47  61.0686  60.8607  56.5926  56.6668  70.8081  85.6308  69.7338  81.4427  84.6479  79.1963  99.5517  105.294  97.1404  92.355  99.6553  94.8327
443757793  62.5555  67.0241  68.883  64.3531  71.3379  60.3391  58.2105  53.6574  60.6245  60.7248  56.6825  56.852  70.8903  85.6378  69.6437  81.2134  84.6786  79.17  99.5598  105.465  97.0042  92.2207  99.7443  94.7659
443757886  62.6597  67.1311  68.9792  64.4444  71.4498  60.5632  58.2284  53.7097  60.6236  60.7291  56.6993  56.8441  70.89  85.6418  69.6412  81.2248  84.6677  79.1641  99.5546  105.466  96.9984  92.2261  99.7433  94.765
443757982  62.5735  67.0534  68.9324  64.3834  71.3522  60.4772  58.2144  53.7068  60.5928  60.7237  56.6923  56.8523  70.8876  85.6441  69.6387  81.2171  84.6673  79.1593  99.5569  105.466  97.0002  92.226  99.7434  94.7628
443760481  62.655  66.9702  68.8541  64.3074  71.2788  60.4329  58.2321  53.6577  60.6564  60.7378  56.6782  56.847  70.8773  85.6521  69.6551  81.1775  84.6703  79.1565  99.593  105.479  96.9926  92.2432  99.7708  94.8219
443760537  62.7391  66.9629  68.6608  64.287  71.1782  60.365  58.2491  53.6745  60.6367  60.7511  56.6601  56.8422  70.8756  85.6616  69.6621  81.1502  84.6664  79.1546  99.6134  105.489  96.9803  92.2503  99.7833  94.8705
443760558  62.746  66.9449  68.6888  64.3184  71.2496  60.3826  58.2487  53.6445  60.7065  60.7587  56.6636  56.8416  70.8698  85.6625  69.6717  81.1337  84.6677  79.1628  99.6253  105.496  96.9783  92.2549  99.7962  94.8924
443760623  62.7512  67.0392  68.8485  64.4002  71.3141  60.3976  58.2483  53.6569  60.7828  60.7664  56.6679  56.8415  70.8613  85.6605  69.6793  81.113  84.6777  79.1711  99.6357  105.499  96.9784  92.2571  99.8127  94.9045
443760675  62.7165  67.1176  68.963  64.4286  71.3931  60.3342  58.2431  53.6836  60.7659  60.7619  56.6793  56.8365  70.863  85.6596  69.6748  81.1151  84.673  79.1746  99.6294  105.498  96.9808  92.2543  99.8098  94.8871
443760717  62.7764  67.1998  69.1076  64.5242  71.4887  60.5939  58.2577  53.718  60.8557  60.7787  56.6887  56.83  70.8575  85.6618  69.686  81.1073  84.6615  79.1735  99.6376  105.501  96.9755  92.2597  99.8142  94.9228
443760759  62.8821  67.2414  69.1766  64.4939  71.5513  60.954  58.2758  53.7441  60.8443  60.7715  56.702  56.8297  70.8586  85.6645  69.6831  81.1102  84.654  79.1792  99.6293  105.502  96.9729  92.2598  99.8129  94.9053
443760802  62.7721  67.1867  69.1674  64.4599  71.5132  60.7076  58.255  53.7484  60.7942  60.7624  56.7001  56.8317  70.8612  85.6666  69.6743  81.1285  84.6484  79.1785  99.6281  105.5  96.9719  92.2581  99.8039  94.8793
443760844  62.7356  67.0692  69.0651  64.415  71.3954  60.7291  58.2532  53.7019  60.7964  60.7645  56.6832  56.8315  70.8585  85.6679  69.6781  81.1189  84.652  79.1863  99.6267  105.499  96.9702  92.2556  99.8059  94.8772
443760896  62.6739  66.9957  68.9004  64.2057  71.2101  60.6145  58.2423  53.687  60.7114  60.7463  56.665  56.8356  70.8613  85.6665  69.6705  81.1218  84.6593  79.1898  99.6263  105.497  96.9765  92.2524  99.8019  94.8678
443760955  62.7819  66.9464  68.7997  64.2156  71.1589  60.9202  58.2627  53.6463  60.755  60.764  56.6496  56.8358  70.854  85.6667  69.6803  81.1054  84.6666  79.1803  99.6342  105.502  96.971  92.2575  99.8126  94.9033
443761007  62.7602  66.8988  68.8274  64.3445  71.2614  61.059  58.2594  53.6122  60.819  60.7772  56.655  56.8398  70.8511  85.6656  69.6875  81.0927  84.6695  79.1699  99.6377  105.505  96.9694  92.2597  99.822  94.9041
443761060  62.7406  66.9126  68.8187  64.3749  71.2632  61.0997  58.2575  53.6003  60.8013  60.7768  56.6553  56.8402  70.851  85.6657  69.6868  81.0936  84.6718  79.1646  99.6374  105.507  96.9681  92.2592  99.8242  94.9041
443761116  62.6887  66.8727  68.8619  64.4066  71.3408  61.0912  58.248  53.6004  60.7909  60.7755  56.666  56.8393  70.852  85.6676  69.6819  81.0966  84.6625  79.1601  99.6419  105.508  96.9661  92.2599  99.8227  94.9072
443761169  62.5975  66.9592  69.013  64.4575  71.4606  61.0689  58.2357  53.6214  60.8228  60.776  56.6827  56.8387  70.8527  85.6668  69.6821  81.1048  84.6615  79.1615  99.6377  105.507  96.9637  92.2593  99.824  94.9
443761223  62.6399  67.0318  69.0886  64.5093  71.473  61.0847  58.2416  53.6423  60.82  60.7729  56.688  56.8372  70.8566  85.6659  69.6793  81.112  84.6578  79.1644  99.6283  105.504  96.9657  92.2575  99.8175  94.8792
443761276  62.6503  67.0187  68.9789  64.4036  71.36  61.0615  58.2401  53.6459  60.7479  60.7655  56.6737  56.8373  70.8588  85.6679  69.6734  81.1286  84.6328  79.1505  99.6184  105.503  96.9629  92.2578  99.8055  94.8543
443761331  62.6136  67.0165  68.989  64.413  71.2624  60.9352  58.2371  53.6458  60.7515  60.7667  56.6611  56.8391  70.8595  85.6671  69.6712  81.1322  84.6273  79.1553  99.619  105.502  96.9651  92.259  99.7995  94.8491
443761383  62.5749  66.9158  68.7527  64.3195  71.1849  60.7572  58.2322  53.6275  60.6898  60.759  56.6542  56.8454  70.8624  85.6653  69.6707  81.1318  84.6438  79.1625  99.617  105.497  96.9725  92.2555  99.7988  94.8563
