443848018    0   4.34523    0.0770382
443848018    1   4.95004    0.0860079
443848018    2   4.47787    0.0783503
443848018    3   4.56906    0.0825059
443848018    4   4.78459    0.0866165
443848018    5   4.49663    0.0746874
443848318    0   4.41495    0.095287
443848318    1   4.90938    0.0905001
443848318    2   4.53566    0.0907177
443848318    3   4.66036    0.0968697
443848318    4   4.85559    0.0986115
443848318    5   4.4937    0.0848736
443848474    0   4.40599    0.0832758
443848474    1   4.93999    0.0860133
443848474    2   4.54031    0.085519
443848474    3   4.53126    0.0860649
443848474    4   4.80593    0.0896144
443848474    5   4.41723    0.0724629
443848662    0   4.34674    0.0801313
443848662    1   4.85131    0.0837897
443848662    2   4.59936    0.0902589
443848662    3   4.46825    0.0802153
443848662    4   4.75285    0.0904126
443848662    5   4.45698    0.0760166
443848838    0   4.28772    0.0792199
443848838    1   4.96776    0.0913078
443848838    2   4.58196    0.0821049
443848838    3   4.60453    0.0917192
443848838    4   4.7615    0.0891574
443848838    5   4.59817    0.0851498
443849009    0   4.30855    0.0758477
443849009    1   5.08387    0.0923615
443849009    2   4.5389    0.0799771
443849009    3   4.54547    0.0835494
443849009    4   4.94583    0.0996335
443849009    5   4.47183    0.0760191
443849189    0   4.44782    0.0913217
443849189    1   4.96146    0.0924154
443849189    2   4.63971    0.0939087
443849189    3   4.72799    0.0964068
443849189    4   5.47305    0.122465
443849189    5   4.50307    0.0788353
443850846    0   5.37823    0.0757637
443850846    1   5.93483    0.0803734
443850846    2   5.39809    0.0724658
443850846    3   5.19123    0.0741978
443850846    4   5.64649    0.0776163
443850846    5   4.83297    0.0841456
443850942    0   5.1878    0.0748459
443850942    1   6.02172    0.0819854
443850942    2   5.44271    0.0739671
443850942    3   5.13813    0.0733201
443850942    4   5.67373    0.0779381
443850942    5   21.5364    5.85001
443851033    0   5.17912    0.0734105
443851033    1   5.97555    0.0784199
443851033    2   5.47422    0.0756844
443851033    3   5.1253    0.0690344
443851033    4   5.74574    0.0793482
443851033    5   5.25657    0.0728034
443851127    0   5.23302    0.078704
443851127    1   5.84125    0.0784666
443851127    2   5.36706    0.0719444
443851127    3   5.17303    0.0728693
443851127    4   5.67893    0.081075
443851127    5   5.20165    0.0725892
443851215    0   5.05423    0.0711161
443851215    1   5.79562    0.0761662
443851215    2   5.58387    0.0751416
443851215    3   5.20932    0.0739908
443851215    4   5.58225    0.0743392
443851215    5   5.35636    0.0719042
443851314    0   5.20059    0.0859495
443851314    1   5.89465    0.0882226
443851314    2   5.52316    0.0823265
443851314    3   5.14479    0.0839309
443851314    4   5.48792    0.081267
443851314    5   5.22013    0.0763787
443851399    0   5.06464    0.0717472
443851399    1   5.71179    0.0738764
443851399    2   5.4504    0.0741024
443851399    3   5.06509    0.0710759
443851399    4   5.68737    0.081127
