443756673  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1013.6  1750  1750  1750  1750  1750  1750  1770  1770  1770  1770  1770  1770  1900  1900  1900  1900  1900  1900  2150  2150  2150  2150  2150  2150  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  30.1032  39.4972  40.7402  47.9053  45.6188  47.261  44.7085  38.5466  27.3196  13.6598  0  0  35.0968  26.2682  30.7928  34.5318  42.7107  34.511  38.9521  28.6956  33.8006  31.4135  26.9208  33.4749  30.0545  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  586.815  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  
443756767  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1013.76  1750  1750  1750  1750  1750  1750  1770  1770  1770  1770  1770  1770  1900  1900  1900  1900  1900  1900  2150  2150  2150  2150  2150  2150  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  30.0411  39.4072  40.6497  47.8343  45.404  47.1843  44.723  38.6137  27.2947  13.7928  0  0  35.0661  26.1845  30.7761  34.4587  42.6246  34.2659  38.947  28.7322  33.8006  31.2705  26.9208  33.435  30.0752  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  553.226  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  
443756861  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1013.68  1750  1750  1750  1750  1750  1750  1770  1770  1770  1770  1770  1770  1900  1900  1900  1900  1900  1900  2150  2150  2150  2150  2150  2150  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  30.0945  39.4127  40.6519  47.7396  45.4663  47.2388  44.8253  38.5699  27.1452  13.7196  0  0  34.9904  26.2561  30.8379  34.5207  42.6302  34.4273  38.9521  28.6695  33.7895  31.3412  26.8664  33.5015  30.1862  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  562.997  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  21.4583  
443756954  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1013.69  1750  1750  1750  1750  1750  1750  1770  1770  1770  1770  1770  1770  1900  1900  1900  1900  1900  1900  2150  2150  2150  2150  2150  2150  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  30.0396  39.3842  40.6205  47.8746  45.6188  47.1076  44.7146  38.4715  27.1906  13.7928  0  0  35.0825  26.2295  30.8324  34.4441  42.6346  34.2991  38.9581  28.7583  33.7507  31.3934  27.0006  33.5015  30.0501  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  550.987  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  21.4062  
443757045  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1013.63  1750  1750  1750  1750  1750  1750  1770  1770  1770  1770  1770  1770  1900  1900  1900  1900  1900  1900  2150  2150  2150  2150  2150  2150  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  30.0859  39.434  40.6441  47.8759  45.6294  47.2388  44.7913  38.5466  27.1202  13.7152  0  0  35.0814  26.2319  30.8094  34.4238  42.6246  34.4985  38.9654  28.6542  33.7408  31.3386  26.9208  33.5015  30.1336  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  550.539  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  21.4375  
443757134  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1013.77  1750  1750  1750  1750  1750  1750  1770  1770  1770  1770  1770  1770  1900  1900  1900  1900  1900  1900  2150  2150  2150  2150  2150  2150  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  30.0765  39.3468  40.697  47.8877  45.4311  47.2247  44.8016  38.5942  27.1927  13.8023  0  0  35.1202  26.1999  30.8547  34.4832  42.5748  34.3324  38.9521  28.6657  33.7863  31.3212  26.9341  33.473  29.9951  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  559.197  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  
443757232  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1750  1750  1750  1750  1750  1750  1770  1770  1770  1770  1770  1770  1900  1900  1900  1900  1900  1900  2150  2150  2150  2150  2150  2150  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  30.065  39.2845  40.6497  47.8343  45.4428  47.0782  44.7541  38.5723  27.0589  13.7374  0  0  35.0303  26.2863  30.8094  34.4843  42.5295  34.2991  39.0307  28.6757  33.8006  31.2772  26.8856  33.489  30.0545  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  582.336  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  21.4531  
443757326  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1013.65  1750  1750  1750  1750  1750  1750  1770  1770  1770  1770  1770  1770  1900  1900  1900  1900  1900  1900  2150  2150  2150  2150  2150  2150  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  30.0435  39.2845  40.6441  47.7595  45.3575  47.0331  44.6465  38.5865  26.9975  13.8094  0  0  34.9258  26.2229  30.8094  34.5384  42.6033  34.2493  38.993  28.7298  33.7579  31.1512  26.871  33.4793  30.0782  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  567.695  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  21.4625  
443757417  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1013.72  1750  1750  1750  1750  1750  1750  1770  1770  1770  1770  1770  1770  1900  1900  1900  1900  1900  1900  2150  2150  2150  2150  2150  2150  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  30.0575  39.3731  40.711  47.8006  45.7056  47.1945  44.7146  38.5533  27.1701  13.7595  0  0  34.8807  26.1594  30.8171  34.4079  42.602  34.3276  38.9623  28.7155  33.8006  31.2082  26.9362  33.4682  30.0616  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  580.097  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  21.5  
443757509  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1013.87  1750  1750  1750  1750  1750  1750  1770  1770  1770  1770  1770  1770  1900  1900  1900  1900  1900  1900  2150  2150  2150  2150  2150  2150  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  30.0337  39.2845  40.6957  47.7761  45.4663  47.0782  44.6334  38.2874  27.0589  13.687  0  0  34.988  26.2152  30.7296  34.4218  42.532  34.2849  38.9777  28.7155  33.784  31.1545  26.9084  33.4749  29.9718  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  24.2064  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  555.669  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  21.4688  
