444140008 1012.92 4.3003 29.8695 43.2395 593.065 3554.71 16.8125 
444140086 1012.89 4.3003 29.916 43.2927 584.983 3583.67 16.8438 
444140166 1012.88 4.3003 29.8581 43.3202 582.288 3569.22 16.8958 
444140353 1012.88 4.3003 29.8464 43.3724 582.288 3558.64 16.8438 
444140449 1012.74 4.3003 29.9685 43.3392 583.443 3560.09 16.9062 
444140550 1012.71 4.3003 29.8884 43.3226 590.371 3548.31 16.875 
444140646 1012.74 4.3003 29.8205 43.3494 590.371 3565.46 16.9375 
444140749 1012.68 4.3003 29.872 43.3724 579.979 3566.13 16.875 
444140843 1012.71 4.3003 29.9075 43.3996 593.065 3560.98 16.875 
444140938 1012.68 4.3003 29.8939 43.4152 584.983 3570.1 16.9375 
444141035 1012.62 4.3003 29.77 43.3724 590.371 3568.53 16.875 
444141134 1012.57 4.3003 29.8099 43.4721 587.677 3570.84 16.875 
444141224 1012.61 4.3003 29.77 43.4152 590.371 3556.57 16.9583 
444141325 1012.5 4.3003 29.7743 43.4721 585.521 3541.28 16.875 
444141421 1012.47 4.3003 29.77 43.4092 580.387 3535.9 16.9583 
444141576 1012.5 4.3003 29.8046 43.3974 583.097 3550.83 16.9688 
444141668 1012.48 4.3003 29.8457 43.4721 592.576 3566.61 16.875 
444141765 1012.38 4.3003 29.796 43.419 583.097 3568.15 16.9375 
444141905 1012.37 4.3003 29.8803 43.5095 581.554 3547.66 16.9375 
444142023 1012.4 4.3003 29.9728 43.4278 578.247 3549.34 16.875 
444142086 1012.27 4.3003 29.7538 43.3954 586.907 3564.69 16.9167 
444142182 1012.27 4.3003 29.7808 43.4721 578.247 3551.26 16.8958 
444142247 1012.32 4.3003 29.8998 43.522 586.33 3535.9 16.9062 
444142330 1012.37 4.3003 29.8395 43.4178 585.962 3564.69 16.9583 
444142431 1012.38 4.3003 29.8998 43.3835 579.763 3557.02 16.8958 
444142526 1012.27 4.3003 29.7561 43.4415 583.758 3533.66 16.9167 
444142620 1012.26 4.3003 29.8065 43.4721 588.167 3556.06 16.9688 
444142722 1012.1 4.3003 29.7885 43.4921 586.641 3577.24 16.9062 
444142816 1012.17 4.3003 29.8176 43.512 592.796 3576.21 16.9062 
444142911 1012.11 4.3003 29.76 43.5182 583.443 3538.35 16.9688 
444143007 1012.16 4.3003 29.8905 43.512 594.78 3540.38 16.8958 
444143108 1012.22 4.3003 29.889 43.4437 586.641 3535.9 16.9625 
444143203 1012.14 4.3003 29.8821 43.454 588.639 3540.79 16.9688 
444143298 1012.18 4.3003 29.9234 43.4555 590.371 3550.37 17 
444143393 1012.17 4.3003 29.9142 43.4456 588.35 3568.15 16.9375 
444143494 1012.14 4.3003 29.9142 43.5434 585.962 3544.86 16.875 
444143590 1012.02 4.3003 29.8546 43.441 584.983 3553.54 16.9583 
444143819 1012.06 4.3003 29.7464 43.5434 590.371 3553.82 16.9062 
444143903 1011.96 4.3003 29.7613 43.5291 583.097 3537.48 17 
444144010 1011.92 4.3003 29.8395 43.5095 587.138 3555.1 16.9375 
444144105 1011.88 4.3003 29.9215 43.512 581.554 3568.15 16.9375 
444144205 1011.88 4.3003 29.8644 43.5434 583.097 3548.31 16.9375 
444144300 1011.83 4.3003 29.9171 43.5488 584.309 3531.77 16.9375 
444144394 1011.74 4.3003 29.8749 43.5642 580.672 3535.9 16.9688 
444144491 1011.72 4.3003 29.872 43.5434 586.641 3546.24 16.9375 
444144592 1011.74 4.3003 29.8731 43.6431 590.371 3552.44 16.9688 
444144689 1011.62 4.3003 29.8674 43.6573 582.288 3554.87 16.9375 
444144792 1011.57 4.3003 29.7967 43.6217 587.946 3578.9 17 
444144893 1011.46 4.3003 29.8821 43.6716 584.775 3547.42 16.9583 
444144982 1011.41 4.3003 29.7416 43.7997 590.371 3580.69 16.9792 
444145084 1011.38 4.3003 29.77 43.6915 590.371 3574.72 16.9375 
