443848018    0   1.90369    0.103733
443848018    1   2.47612    0.363341
443848018    2   7.29138    3.99379
443848018    3   2.22807    0.237699
443848018    4   1.75518    0.160685
443848018    5   1.91345    0.176172
443848318    1   1.50317    0.0516973
443848318    2   2.22168    0
443848318    4   1.49235    0.121265
443848318    5   2.10596    0
443848474    0   1.62866    0.0683629
443848474    1   1.78442    0
443848474    2   2.04864    0.235317
443848474    3   3.30457    1.36458
443848474    4   2.18457    0
443848474    5   1.84692    0.116939
443848662    0   2.73218    0.589889
443848662    1   2.33057    0.0300382
443848662    2   1.97593    0.150628
443848662    3   1.74512    0.142595
443848662    4   1.84973    0.0857125
443848662    5   1.86201    0.150434
443848838    1   2.74268    0
443848838    2   2.21826    0.284845
443848838    4   1.5896    0
443848838    5   2.09863    0.203017
443849009    0   1.6687    0.126195
443849009    1   1.66321    0.0173497
443849009    2   2.97211    0.869442
443849009    3   2.06323    0.16452
443849009    4   2.42188    0.679831
443849009    5   1.72058    0.149599
443849189    0   1.58838    0.131792
443849189    1   1.95752    0
443849189    2   1.95833    0.226554
443849189    3   1.76693    0.188867
443849189    4   1.65869    0
443849189    5   1.73324    0.0106818
443850846    0   1.67073    0.0410878
443850846    1   1.76577    0.0546734
443850846    2   1.70441    0.0456112
443850846    3   1.6727    0.0509241
443850846    4   1.70827    0.0470609
443850846    5   1.63681    0.0361748
443850942    0   1.71356    0.0565545
443850942    1   1.83631    0.0473488
443850942    3   1.72565    0.0388707
443850942    4   1.72513    0.0486342
443851033    0   1.7632    0.0374999
443851033    1   1.91494    0.0629162
443851033    2   1.77115    0.0361551
443851033    3   1.75051    0.0421707
443851033    4   1.7128    0.0480422
443851033    5   1.755    0.0538321
443851127    0   1.70763    0.0491914
443851127    1   1.80983    0.0494014
443851127    2   1.74416    0.0431692
443851127    3   1.7033    0.0404329
443851127    4   1.75725    0.0548814
443851127    5   1.71929    0.0395431
443851215    0   1.66558    0.0373389
443851215    1   1.75866    0.0371827
443851215    2   1.75156    0.0376841
443851215    3   1.67158    0.0390551
443851215    4   1.70081    0.0374702
443851215    5   1.68669    0.0328373
443851314    0   1.74096    0.0494128
443851314    1   1.86616    0.0695326
443851314    2   1.72583    0.0409397
443851314    3   1.70455    0.0549835
443851314    4   1.74139    0.0458926
443851314    5   1.81444    0.044972
443851399    0   1.6546    0.0632583
443851399    1   1.72021    0.0405471
443851399    2   1.75079    0.0396347
443851399    3   1.73666    0.0516645
443851399    4   1.71477    0.0525749
443851399    5   1.77442    0.0392669
443851489    0   1.72646    0.0401031
443851489    1   1.77328    0.0458092
443851489    2   1.75034    0.0342556
