443848018   1.81237  0.0881504
443848318   1.86616  0.0614255
443848474   2.11361  0.176239
443848662   3.03909  0.586167
443848838   2.01416  0.142416
443849009   1.86685  0.0950971
443849189   1.71052  0.103926
443850846   1.73206  0.0595479
443850942   1.77319  0.0366198
443851033   1.7052  0.0498561
443851127   1.7097  0.0495429
443851215   1.74594  0.0432445
443851314   1.70496  0.0411625
443851399   2.61896  0.764605
443851489   1.73767  0.050776
443851575   1.73438  0
443851670   1.57007  0.0246866
443851728   1.65841  0.0360592
443851822   1.6983  0.0706763
443851913   1.82  0.0465022
443852016   1.87887  0.120077
443852107   1.71405  0.0380672
443852206   1.71513  0.0306757
443852299   1.80607  0.0508312
443852393   1.71059  0.0340054
443852491   1.64793  0.0323279
443852577   1.76584  0.055932
443852667   1.8024  0.0474381
443852761   1.78773  0.0495903
443852848   1.77161  0.0452297
443852934   1.96603  0.105902
443853023   1.73045  0.0444141
443853111   1.7858  0.0961074
443853155   2.09178  0.145648
443853283   1.64509  0.0503565
443853318   1.7612  0.0463446
443853364   1.67887  0.0351367
443853934   1.78865  0.070476
443854034   1.75089  0.13008
443854122   1.7547  0.0451614
443854213   1.8634  0.199823
443855035   1.72449  0.0426417
443855127   1.71996  0.0513723
443855217   1.93494  0.0752821
443855311   1.89899  0.0871479
443855683   1.80391  0.0737704
443855780   1.80893  0.102403
443855875   1.66195  0.0330448
443856113   1.90267  0.0684644
443856207   2.1885  0.508524
443856525   1.7966  0.0393191
443856686   1.76399  0.0425185
443856772   1.68878  0.0447007
443856863   1.68845  0.0283059
443856955   1.70627  0.0506341
443857043   1.80441  0.0389016
443857140   1.73633  0.0424936
443857228   1.85196  0.106111
443857323   1.64659  0.0361988
443857414   1.70502  0.0322948
443857515   1.77849  0.0513434
443857606   1.74869  0.0512072
443857695   1.88309  0.0706993
443857792   1.7753  0.0536648
443857889   1.76212  0.0511758
443857987   1.89536  0.0702308
443858078   1.84127  0.0505201
443858171   1.68982  0.0560069
443858270   1.8021  0.0510613
443858361   1.68376  0.0406951
443858454   1.67387  0.0348573
443858553   1.755  0.0471947
443858645   1.8155  0.0773918
443858733   1.78442  0.0479383
443858823   1.83839  0.0771668
443858922   1.97004  0.154838
443858989   1.7019  0.164002
443859039   1.77966  0.114847
443859253   1.79838  0.0596284
443859342   1.83672  0.183562
443859473   1.7784  0.0415871
443859561   1.72023  0.033271
443859647   1.83259  0.0498076
443859735   1.86312  0.0851992
443859822   1.79551  0.0412253
443859910   1.8031  0.0450505
443859993   1.84288  0.0677048
443860085   1.72651  0.037753
443860185   1.77346  0.0412267
443860288   1.70404  0.0440934
443860377   1.93087  0.127105
443860426   1.8103  0.0757396
443860493   1.8396  0.0901009
443860520   1.73693  0.0319418
443860614   1.65365  0.053385
443860678   1.65381  0.0349637
443861058   2.03421  0.0943136
443861235   1.85353  0.0736835
443861325   2.06767  0.128495
443861434   1.7667  0.0471017
443861528   1.79643  0.0576011
443861626   1.75682  0.054233
443861717   1.75434  0.0325418
443861809   1.87264  0.0579208
443861912   1.67896  0.0298706
443862002   1.72407  0.0370301
443862090   1.71591  0.0611266
443862179   1.80229  0.0560518
443862278   1.70586  0.037502
443862368   1.69265  0.0356241
443862459   1.88171  0.0701268
443862558   1.89794  0.076311
443862652   1.70227  0.0498283
443862743   1.87641  0.0569659
443862842   1.66369  0.0490227
443862881   2.10168  0.431979
443863280   1.78424  0.0666434
443863371   1.82734  0.0702009
443863464   1.81598  0.0582086
443863558   1.75167  0.0594231
443863650   1.86134  0.0523819
443863745   1.69315  0.042585
443863841   1.77364  0.04535
443863936   1.74832  0.0493235
443864037   1.70224  0.0373533
443864127   1.88313  0.0693515
443864215   1.82595  0.0753449
443864309   2.04666  0.105801
443864407   1.7382  0.0387855
443864498   1.81663  0.0711071
443864591   1.89325  0.089556
443864691   1.86972  0.0859303
443864782   1.69063  0.0316896
443864883   1.76103  0.0624951
443864972   1.86032  0.141238
443865064   1.62846  0.0538175
443865153   1.84972  0.0566517
443865254   1.81842  0.048991
443865341   1.79202  0.0402009
443865434   1.72741  0.041874
443865523   1.67287  0.0324379
443865625   1.70281  0.0647615
443866068   1.71853  0.0441082
443866152   1.64785  0.0390091
443866246   1.65308  0.0626647
443866470   1.93982  0.156318
443866508   0  0
443866716   1.7948  0.0560723
443866809   1.85164  0.106735
443866903   1.7979  0.0451052
443867001   1.99096  0.145098
443867092   1.74343  0.058591
443867182   1.75559  0.0448155
443867283   1.73624  0.0293045
443867374   1.85463  0.0591621
443867470   1.74209  0.0351672
443867568   1.77279  0.0488393
443867660   1.88469  0.13339
443867753   1.73017  0.0331198
443867847   1.8205  0.121165
443867934   1.76873  0.0872965
443868027   1.76692  0.0604864
443868117   1.69487  0.0311397
443868226   1.7535  0.0501034
443868332   1.78799  0.0598379
443868853   1.7326  0.0454055
443868954   1.73347  0.0486627
443869044   2.0433  0.0833585
443869137   1.83425  0.0515505
443869237   1.75128  0.0596959
443869364   1.77908  0.0364761
443869459   1.7901  0.0610342
443869553   1.95479  0.120579
443873374   1.7224  0.0213263
443873442   1.74925  0.0176307
443873512   1.7206  0.0169648
443874124   1.75471  0.0382239
443874221   1.77062  0.0316867
443874291   1.77021  0.0231734
443874361   1.77065  0.0269815
443874438   1.79433  0.0273325
443874508   1.76361  0.0243224
443874577   1.83151  0.0284635
443874654   1.7467  0.0203188
443874729   1.6957  0.0317064
443874774   1.68679  0.0168558
443874841   1.80669  0.0317691
443874914   1.70395  0.0194905
443874985   1.75631  0.0234745
443875053   1.74163  0.0251069
443875126   1.73347  0.022294
443875194   1.73269  0.0232783
443875265   1.74993  0.0427733
443875389   1.77622  0.0321382
443875497   1.79814  0.128258
443890347   1.9496  0.220155
443890405   1.93357  0.102842
443890458   1.69756  0.052993
443890528   1.72747  0.0634617
443890586   2.34521  0.463639
443890645   1.66102  0.063
443890698   1.72698  0.0945339
443890756   1.90861  0.107094
443890808   1.71907  0.0364076
443890865   1.65871  0.069089
443890942   1.82431  0.0730057
443891045   1.75385  0.029662
443891173   1.73698  0.0368424
443891281   1.85658  0.0934497
443891376   2.03486  0.203449
443891483   1.79256  0.0410451
443891590   1.67433  0.0326869
443891699   1.71199  0.0375436
443891807   1.77816  0.050019
443891917   1.69069  0.0344489
443892025   3.13629  0.869552
443915249   1.79327  0.0432806
443915330   1.83129  0.0733274
443915489   1.69659  0.0402937
443915573   1.79763  0.116693
443915658   1.86522  0.0807326
443915741   1.73444  0.0418131
443915828   1.84118  0.0361698
443915914   1.8358  0.045141
443915995   1.83823  0.097486
443916080   1.97117  0.0715238
443916161   1.71443  0.0393992
443916320   1.69589  0.0489409
443917564   1.7936  0.0561919
443917668   1.81408  0.0616567
443917755   1.76757  0.0439821
443917837   1.67308  0.0433972
443917924   1.82769  0.10983
443918061   1.71054  0.0938397
443918092   1.82527  0.0823832
443918178   1.81378  0.0642872
443918267   1.71219  0.0354102
443918374   1.76409  0.0504756
443918465   1.86263  0.101806
443918552   1.77615  0.0652818
443918638   1.82388  0.0488914
443918726   1.68673  0.038328
443918814   1.7782  0.0536681
443918897   1.80481  0.0437893
443918984   1.7613  0.0564911
443919069   1.8064  0.0388333
443919150   1.76854  0.0488364
443919235   1.74757  0.0870727
443919318   1.8678  0.0737811
443919402   1.81293  0.0565719
443919484   1.87231  0.0577741
443919572   1.76829  0.0518112
443919656   2.23486  0.0390152
443923265   1.89514  0.0440784
443923353   1.70955  0.046942
443923441   1.73947  0.0324028
443923527   1.79304  0.0541286
443923619   1.79256  0.191039
443923807   1.93001  0.0625147
443923893   1.81092  0.0723878
443923979   1.83627  0.0594283
443924060   1.84083  0.0558821
443924142   1.73297  0.0288974
443924227   1.7996  0.0864304
443924281   1.89344  0.0715302
443924354   2.17722  0.166326
443924436   1.70722  0.0637039
443924531   1.76751  0.0422019
443924618   1.88903  0.101835
443924705   1.69579  0.0668233
443924795   1.70956  0.0386503
443924873   2.08101  0.134218
443924919   2.10132  0.553636
443924969   0  0
443925072   1.81716  0.0414726
443925171   2.02641  0.096792
443925257   1.86506  0.0691904
443925338   1.82817  0.0821108
443925421   1.79208  0.0478052
443925501   1.95283  0.160346
443925582   1.82312  0.0905619
443925703   1.58997  0.163225
443925736   1.59017  0.0378184
443926378   1.6948  0.0351702
443926459   1.89937  0.0447851
443926538   1.66818  0.0460642
443926617   1.76987  0.0545565
443926696   1.88174  0.0499958
443926779   1.91174  0.116244
443926862   1.77322  0.0501739
443926945   1.81199  0.0761722
443927029   1.74775  0.0424431
443927110   1.71121  0.0334162
443927187   1.76681  0.0620918
443927267   1.89265  0.0424429
443927347   1.8479  0.0487868
443927432   1.73008  0.0333814
443927511   1.70701  0.0510688
443927590   1.72065  0.0559143
443927671   1.92739  0.0675037
443927754   1.72813  0.0525933
443927832   1.82724  0.0553609
443927912   1.68944  0.0643202
443927995   1.81046  0.0759429
443928072   1.77161  0.039615
443928155   1.97879  0.136326
443928234   1.84782  0.0798525
443928315   1.71651  0.0492293
443928400   1.7981  0.118495
443928427   1.82361  0.0522964
