# Created by CS-Studio Data Browser
# 
# Start Time : 2022-02-03 10:24:24.852
# End Time   : 2022-02-26 14:19:50.934
# Source     : Optimized Archived Data
# Desired Value Count: 10000.0
# Format     : Decimal (2 digits)
# 
# Data is in TAB-delimited columns, for import into e.g. Excel.
# The 'Time' column contains values like '2018-02-04 21:58:47.065'.
# In your spreadsheet program, a custom column format like
#     'yyyy-mm-d h:mm:ss.000'
# might be required to show the full timestamp detail.

# Channel: HAD:STS:GAS:measure0
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 
# Channel: HAD:STS:GAS:measure1
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 
# Channel: HAD:STS:GAS:measure2
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 
# Channel: HAD:STS:GAS:measure3
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 
# Channel: HAD:STS:GAS:measure4
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 
# Channel: HAD:STS:GAS:measure5
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 

# Time	HAD:STS:GAS:measure0 Value	HAD:STS:GAS:measure1 Value	HAD:STS:GAS:measure2 Value	HAD:STS:GAS:measure3 Value	HAD:STS:GAS:measure4 Value	HAD:STS:GAS:measure5 Value
2022-02-17 06:28:20.000	364.37	40.63	200.00	200.00	2.00	2.00
2022-02-17 06:31:40.000	369.92	41.18	200.01	200.02	2.00	2.00
2022-02-17 06:35:00.000	388.09	43.19	200.00	200.01	2.00	2.00
2022-02-17 06:38:20.000	379.54	42.60	200.00	199.98	2.00	2.00
2022-02-17 06:41:40.000	385.71	42.74	200.00	200.01	2.00	2.00
2022-02-17 06:45:00.000	361.48	40.73	199.99	200.01	2.00	2.00
2022-02-17 06:48:20.000	365.21	40.28	200.01	200.00	2.00	2.00
2022-02-17 06:51:40.000	370.25	40.86	200.01	200.01	2.00	2.00
2022-02-17 06:55:00.000	371.19	41.35	199.99	199.99	2.00	2.00
2022-02-17 06:58:20.000	366.43	40.67	200.00	199.99	2.00	2.00
2022-02-17 07:08:20.000	370.79	41.23	200.00	200.00	2.00	2.00
2022-02-17 07:11:40.000	372.77	41.36	199.99	200.00	2.00	2.00
2022-02-17 07:15:00.000	373.92	41.36	199.99	200.00	2.00	2.00
2022-02-17 07:18:20.000	371.76	41.44	200.00	200.04	2.00	2.00
2022-02-17 07:21:40.000	366.08	40.63	200.02	200.01	2.00	2.00
2022-02-17 07:25:00.000	378.15	42.10	200.01	200.01	2.00	2.00
2022-02-17 07:28:20.000	361.95	40.32	199.98	200.00	2.00	2.00
2022-02-17 07:31:40.000	367.42	41.29	200.00	200.00	2.00	2.00
2022-02-17 07:35:00.000	380.30	42.44	199.99	200.01	2.00	2.00
2022-02-17 07:38:20.000	351.87	38.96	199.99	200.02	2.00	2.00
2022-02-17 07:41:40.000	384.97	42.46	199.99	200.00	2.00	2.00
2022-02-17 07:45:00.000	361.42	40.34	200.00	199.99	2.00	2.00
2022-02-17 07:48:20.000	361.37	39.91	199.99	200.02	2.00	2.00
2022-02-17 07:51:40.000	371.18	40.94	199.98	200.01	2.00	2.00
2022-02-17 07:55:00.000	364.48	40.28	200.01	200.01	2.00	2.00
2022-02-17 07:58:20.000	376.40	42.08	200.00	199.99	2.00	2.00
2022-02-17 08:01:40.000	374.06	40.94	199.98	200.00	2.00	2.00
2022-02-17 08:05:00.000	377.53	41.91	199.99	199.99	2.00	2.00
2022-02-17 08:08:20.000	389.65	43.24	200.01	200.02	2.00	2.00
2022-02-17 08:11:40.000	369.65	41.64	199.99	200.01	2.00	2.00
2022-02-17 08:15:00.000	363.98	40.37	200.00	200.02	2.00	2.00
2022-02-17 08:18:20.000	378.30	42.15	200.02	200.00	2.00	2.00
2022-02-17 08:21:40.000	363.51	40.61	200.01	200.00	2.00	2.00
2022-02-17 08:25:00.000	355.99	39.72	200.01	199.98	2.00	2.00
2022-02-17 08:28:20.000	372.56	40.86	200.01	200.01	2.00	2.00
2022-02-17 08:31:40.000	370.99	40.71	199.99	200.00	2.00	2.00
2022-02-17 08:35:00.000	367.66	40.56	200.00	199.99	2.00	2.00
2022-02-17 08:38:20.000	369.93	41.05	199.98	199.99	2.00	2.00
2022-02-17 08:41:40.000	357.86	39.24	199.99	200.00	2.00	2.00
2022-02-17 08:45:00.000	366.08	41.05	200.00	200.02	2.00	2.00
2022-02-17 08:48:20.000	356.51	39.72	199.98	199.99	2.00	2.00
2022-02-17 08:51:40.000	382.79	42.58	199.99	200.01	2.00	2.00
2022-02-17 08:55:00.000	369.62	41.08	199.99	200.01	2.00	2.00
2022-02-17 08:58:20.000	368.64	41.01	199.99	199.99	2.00	2.00
2022-02-17 09:01:40.000	356.59	39.54	199.99	199.99	2.00	2.00
2022-02-17 09:05:00.000	363.57	40.25	199.98	200.00	2.00	2.00
2022-02-17 09:08:20.000	386.10	42.81	199.99	200.02	2.00	2.00
2022-02-17 09:11:40.000	386.20	42.87	200.01	199.99	2.00	2.00
2022-02-17 09:15:00.000	387.31	43.17	200.00	199.99	2.00	2.00
2022-02-17 09:18:20.000	380.96	42.35	199.99	199.99	2.00	2.00
2022-02-17 09:21:40.000	362.49	40.59	199.98	200.00	2.00	2.00
2022-02-17 09:25:00.000	378.80	41.89	200.02	199.99	2.00	2.00
2022-02-17 09:28:20.000	371.51	41.77	200.00	199.99	2.00	2.00
2022-02-17 09:31:40.000	376.98	41.81	199.99	200.02	2.00	2.00
2022-02-17 09:35:00.000	377.86	42.15	200.00	200.00	2.00	2.00
2022-02-17 09:38:20.000	372.76	40.95	200.02	199.98	2.00	2.00
2022-02-17 09:41:40.000	368.56	40.78	200.00	200.00	2.00	2.00
2022-02-17 09:45:00.000	380.44	42.20	199.98	200.01	2.00	2.00
2022-02-17 09:48:20.000	386.01	43.02	199.99	200.00	2.00	2.00
2022-02-17 09:51:40.000	384.70	42.85	200.01	200.00	2.00	2.00
2022-02-17 09:55:00.000	382.26	42.69	200.01	200.02	2.00	2.00
2022-02-17 09:58:20.000	371.56	41.31	200.01	200.00	2.00	2.00
2022-02-17 10:01:40.000	364.36	40.72	200.00	200.00	2.00	2.00
2022-02-17 10:05:00.000	373.83	41.72	200.00	199.99	2.00	2.00
2022-02-17 10:08:20.000	372.72	41.54	199.99	199.98	2.00	2.00
2022-02-17 10:11:40.000	379.20	41.83	199.99	199.98	2.00	2.00
2022-02-17 10:15:00.000	386.96	42.95	199.99	200.01	2.00	2.00
2022-02-17 10:18:20.000	364.99	40.44	199.99	200.00	2.00	2.00
2022-02-17 10:21:40.000	382.87	42.28	200.00	200.00	2.00	2.00
2022-02-17 10:25:00.000	358.31	40.23	200.00	200.00	2.00	2.00
2022-02-17 10:28:20.000	363.19	40.26	200.01	200.00	2.00	2.00
2022-02-17 10:31:40.000	379.01	42.23	200.00	199.99	2.00	2.00
2022-02-17 10:35:00.000	376.43	41.61	199.97	200.00	2.00	2.00
2022-02-17 10:38:20.000	383.73	42.63	200.01	200.00	2.00	2.00
2022-02-17 10:41:40.000	388.83	43.32	199.98	199.99	2.00	2.00
2022-02-17 10:45:00.000	360.39	40.16	200.01	199.99	2.00	2.00
2022-02-17 10:48:20.000	373.15	41.42	200.02	200.01	2.00	2.00
2022-02-17 10:51:40.000	377.89	41.99	200.01	200.01	2.00	2.00
2022-02-17 10:55:00.000	387.89	43.16	200.02	200.01	2.00	2.00
2022-02-17 10:58:20.000	368.45	40.99	199.99	199.99	2.00	2.00
2022-02-17 11:01:40.000	383.58	42.17	199.99	200.02	2.00	2.00
2022-02-17 11:05:00.000	381.98	42.27	199.97	200.01	2.00	2.00
2022-02-17 11:08:20.000	374.97	41.34	200.01	200.00	2.00	2.00
2022-02-17 11:11:40.000	381.00	41.97	199.99	200.01	2.00	2.00
2022-02-17 11:15:00.000	370.33	41.01	200.01	200.00	2.00	2.00
2022-02-17 11:18:20.000	385.30	42.77	200.01	200.01	2.00	2.00
2022-02-17 11:21:40.000	379.09	41.95	199.99	199.99	2.00	2.00
2022-02-17 11:25:00.000	365.23	40.48	200.01	199.99	2.00	2.00
2022-02-17 11:28:20.000	370.84	41.46	200.02	200.00	2.00	2.00
2022-02-17 11:31:40.000	377.51	41.48	199.99	200.04	2.00	2.00
2022-02-17 11:35:00.000	375.64	41.84	199.99	200.02	2.00	2.00
2022-02-17 11:38:20.000	378.44	42.06	200.00	200.00	2.00	2.00
2022-02-17 11:41:40.000	388.66	43.04	200.01	200.00	2.00	2.00
2022-02-17 11:45:00.000	382.02	42.68	200.00	200.01	2.00	2.00
2022-02-17 11:48:20.000	379.99	42.03	199.98	200.00	2.00	2.00
2022-02-17 11:51:40.000	367.30	40.72	199.98	200.00	2.00	2.00
2022-02-17 11:55:00.000	382.17	42.65	200.03	200.00	2.00	2.00
2022-02-17 11:58:20.000	369.97	41.29	199.97	199.99	2.00	2.00
2022-02-17 12:01:40.000	372.60	41.73	200.00	199.99	2.00	2.00
2022-02-17 12:05:00.000	371.07	41.53	199.99	199.98	2.00	2.00
2022-02-17 12:08:20.000	360.78	40.52	200.00	200.01	2.00	2.00
2022-02-17 12:11:40.000	382.29	42.81	200.00	199.99	2.00	2.00
2022-02-17 12:15:00.000	377.53	41.58	200.02	200.01	2.00	2.00
2022-02-17 12:18:20.000	373.93	41.35	199.98	199.97	2.00	2.00
2022-02-17 12:21:40.000	371.23	41.06	200.01	200.00	2.00	2.00
2022-02-17 12:25:00.000	376.74	42.10	199.99	199.99	2.00	2.00
2022-02-17 12:28:20.000	374.15	41.44	200.02	200.01	2.00	2.00
2022-02-17 12:31:40.000	379.06	42.00	200.00	200.00	2.00	2.00
2022-02-17 12:35:00.000	370.60	40.82	200.02	200.02	2.00	2.00
2022-02-17 12:38:20.000	369.00	40.80	199.99	200.00	2.00	2.00
2022-02-17 12:41:40.000	384.37	42.75	200.00	199.98	2.00	2.00
2022-02-17 12:45:00.000	378.75	42.00	199.99	200.01	2.00	2.00
2022-02-17 12:48:20.000	388.49	43.39	200.02	200.02	2.00	2.00
2022-02-17 12:51:40.000	377.32	42.14	200.00	199.98	2.00	2.00
2022-02-17 12:55:00.000	391.15	43.34	199.98	200.00	2.00	2.00
2022-02-17 12:58:20.000	377.36	42.40	200.00	200.00	2.00	2.00
2022-02-17 13:01:40.000	358.53	40.27	199.99	200.01	2.00	2.00
2022-02-17 13:05:00.000	353.23	39.24	200.00	200.00	2.00	2.00
2022-02-17 13:08:20.000	384.55	43.16	200.02	200.00	2.00	2.00
2022-02-17 13:11:40.000	376.57	41.69	200.03	199.99	2.00	2.00
2022-02-17 13:15:00.000	393.93	43.97	199.98	199.99	2.00	2.00
2022-02-17 13:18:20.000	375.60	41.93	200.00	200.01	2.00	2.00
2022-02-17 13:21:40.000	373.66	41.13	200.01	200.00	2.00	2.00
2022-02-17 13:25:00.000	367.54	40.70	200.01	199.99	2.00	2.00
2022-02-17 13:28:20.000	369.80	40.69	200.01	200.01	2.00	2.00
2022-02-17 13:31:40.000	373.87	41.26	200.00	200.01	2.00	2.00
2022-02-17 13:35:00.000	384.54	42.61	199.99	200.00	2.00	2.00
2022-02-17 13:38:20.000	366.87	40.49	200.02	200.01	2.00	2.00
2022-02-17 13:41:40.000	381.15	42.78	200.00	200.00	2.00	2.00
2022-02-17 13:45:00.000	370.25	41.30	199.99	200.00	2.00	2.00
2022-02-17 13:48:20.000	380.00	42.13	199.99	200.00	2.00	2.00
2022-02-17 13:51:40.000	378.32	41.95	200.01	200.00	2.00	2.00
2022-02-17 13:55:00.000	364.52	40.25	199.99	200.01	2.00	2.00
2022-02-17 13:58:20.000	379.46	41.83	199.96	200.01	2.00	2.00
2022-02-17 14:01:40.000	382.23	42.49	200.00	200.03	2.00	2.00
2022-02-17 14:05:00.000	380.66	42.08	200.02	200.01	2.00	2.00
2022-02-17 14:08:20.000	364.48	40.29	199.99	199.97	2.00	2.00
2022-02-17 14:11:40.000	376.13	41.59	199.99	200.00	2.00	2.00
2022-02-17 14:15:00.000	369.16	41.19	200.04	200.00	2.00	2.00
2022-02-17 14:18:20.000	380.61	41.94	200.00	199.99	2.00	2.00
2022-02-17 14:21:40.000	374.09	41.66	200.02	200.02	2.00	2.00
2022-02-17 14:25:00.000	369.38	40.89	199.99	200.00	2.00	2.00
2022-02-17 14:28:20.000	384.86	42.65	199.99	199.99	2.00	2.00
2022-02-17 14:31:40.000	380.32	41.88	199.99	200.01	2.00	2.00
2022-02-17 14:35:00.000	385.63	43.19	200.01	200.00	2.00	2.00
2022-02-17 14:38:20.000	367.60	41.02	200.02	200.00	2.00	2.00
2022-02-17 14:41:40.000	379.05	41.96	200.01	199.98	2.00	2.00
2022-02-17 14:45:00.000	386.78	42.69	200.00	199.98	2.00	2.00
2022-02-17 14:48:20.000	381.07	42.08	199.98	199.97	2.00	2.00
2022-02-17 14:51:40.000	373.38	41.19	200.02	199.99	2.00	2.00
2022-02-17 14:55:00.000	372.42	41.49	199.98	200.00	2.00	2.00
2022-02-17 14:58:20.000	372.43	41.39	199.98	200.00	2.00	2.00
2022-02-17 15:01:40.000	368.63	41.09	199.99	199.99	2.00	2.00
2022-02-17 15:05:00.000	371.85	41.69	200.00	199.99	2.00	2.00
2022-02-17 15:08:20.000	385.75	42.84	200.01	200.00	2.00	2.00
2022-02-17 15:11:40.000	368.09	41.17	200.01	200.00	2.00	2.00
2022-02-17 15:15:00.000	386.15	43.05	199.98	199.98	2.00	2.00
2022-02-17 15:18:20.000	380.12	41.99	199.99	199.99	2.00	2.00
2022-02-17 15:21:40.000	376.87	41.87	199.98	199.99	2.00	2.00
2022-02-17 15:25:00.000	363.32	40.27	200.00	199.99	2.00	2.00
2022-02-17 15:28:20.000	376.33	42.15	199.99	200.01	2.00	2.00
2022-02-17 15:31:40.000	369.72	40.42	199.99	199.98	2.00	2.00
2022-02-17 15:35:00.000	379.23	42.20	199.97	200.01	2.00	2.00
2022-02-17 15:38:20.000	375.80	41.66	199.98	199.99	2.00	2.00
2022-02-17 15:41:40.000	372.50	41.12	200.00	199.99	2.00	2.00
2022-02-17 15:45:00.000	397.08	44.08	200.00	200.01	2.00	2.00
2022-02-17 15:48:20.000	369.44	41.06	200.00	199.98	2.00	2.00
2022-02-17 15:51:40.000	378.50	42.38	200.01	200.02	2.00	2.00
2022-02-17 15:55:00.000	376.43	42.00	199.99	200.01	2.00	2.00
2022-02-17 15:58:20.000	375.86	41.61	199.98	199.99	2.00	2.00
2022-02-17 16:01:40.000	371.19	40.98	200.01	200.00	2.00	2.00
2022-02-17 16:05:00.000	381.48	42.20	200.01	200.01	2.00	2.00
2022-02-17 16:08:20.000	362.47	40.71	200.02	200.02	2.00	2.00
2022-02-17 16:11:40.000	393.00	43.95	199.99	200.00	2.00	2.00
2022-02-17 16:15:00.000	387.81	42.82	199.98	199.99	2.00	2.00
2022-02-17 16:18:20.000	368.52	41.01	200.01	200.02	2.00	2.00
2022-02-17 16:21:40.000	378.62	42.19	199.99	200.01	2.00	2.00
2022-02-17 16:25:00.000	373.40	41.60	200.00	199.98	2.00	2.00
2022-02-17 16:28:20.000	367.13	40.80	200.01	199.97	2.00	2.00
2022-02-17 16:31:40.000	382.13	42.29	199.99	200.01	2.00	2.00
2022-02-17 16:35:00.000	385.25	42.75	199.98	199.99	2.00	2.00
2022-02-17 16:38:20.000	370.43	41.06	199.99	200.01	2.00	2.00
2022-02-17 16:41:40.000	364.09	40.54	199.98	200.01	2.00	2.00
2022-02-17 16:45:00.000	381.56	42.35	200.01	200.02	2.00	2.00
2022-02-17 16:48:20.000	382.44	42.68	200.00	200.00	2.00	2.00
2022-02-17 16:51:40.000	384.64	42.71	200.00	199.99	2.00	2.00
2022-02-17 16:55:00.000	374.06	41.34	199.99	199.99	2.00	2.00
2022-02-17 16:58:20.000	389.54	43.51	199.99	199.97	2.00	2.00
2022-02-17 17:01:40.000	373.69	41.41	200.00	200.00	2.00	2.00
2022-02-17 17:05:00.000	373.04	41.34	199.99	199.99	2.00	2.00
2022-02-17 17:08:20.000	360.60	40.27	199.99	200.01	2.00	2.00
2022-02-17 17:11:40.000	373.15	41.10	199.98	200.00	2.00	2.00
2022-02-17 17:15:00.000	372.17	40.91	199.99	200.00	2.00	2.00
2022-02-17 17:18:20.000	366.58	40.69	199.99	199.99	2.00	2.00
2022-02-17 17:21:40.000	382.21	42.50	200.01	200.01	2.00	2.00
2022-02-17 17:25:00.000	370.20	40.98	200.01	200.01	2.00	2.00
2022-02-17 17:28:20.000	365.63	41.03	200.00	200.01	2.00	2.00
2022-02-17 17:31:40.000	377.81	41.65	200.01	200.01	2.00	2.00
2022-02-17 17:35:00.000	372.65	41.49	199.99	200.02	2.00	2.00
2022-02-17 17:38:20.000	359.52	40.46	200.00	199.98	2.00	2.00
2022-02-17 17:41:40.000	377.99	42.01	199.99	200.00	2.00	2.00
2022-02-17 17:45:00.000	369.53	41.15	199.99	200.00	2.00	2.00
2022-02-17 17:48:20.000	384.24	42.88	200.00	199.99	2.00	2.00
2022-02-17 17:51:40.000	359.64	39.97	199.98	199.99	2.00	2.00
2022-02-17 17:55:00.000	387.81	42.67	200.00	199.99	2.00	2.00
2022-02-17 17:58:20.000	366.74	41.16	200.00	200.01	2.00	2.00
2022-02-17 18:01:40.000	373.54	41.16	200.01	200.01	2.00	2.00
2022-02-17 18:05:00.000	370.82	41.10	200.01	200.01	2.00	2.00
2022-02-17 18:08:20.000	371.46	40.99	199.99	200.02	2.00	2.00
2022-02-17 18:11:40.000	378.28	42.27	199.99	200.02	2.00	2.00
2022-02-17 18:15:00.000	381.81	42.38	200.01	200.00	2.00	2.00
2022-02-17 18:18:20.000	372.68	41.13	199.99	200.02	2.00	2.00
2022-02-17 18:21:40.000	380.80	42.21	199.99	200.01	2.00	2.00
2022-02-17 18:25:00.000	379.50	42.30	200.00	199.98	2.00	2.00
2022-02-17 18:28:20.000	382.37	42.65	200.01	200.01	2.00	2.00
2022-02-17 18:31:40.000	377.07	41.59	200.00	200.01	2.00	2.00
2022-02-17 18:35:00.000	360.65	40.01	200.02	199.99	2.00	2.00
2022-02-17 18:38:20.000	383.87	42.42	199.98	200.00	2.00	2.00
2022-02-17 18:41:40.000	375.07	41.66	199.99	200.00	2.00	2.00
2022-02-17 18:45:00.000	357.28	39.96	199.99	199.97	2.00	2.00
2022-02-17 18:48:20.000	365.71	40.56	199.99	200.02	2.00	2.00
2022-02-17 18:51:40.000	372.53	41.56	199.99	200.00	2.00	2.00
2022-02-17 18:55:00.000	369.83	41.14	200.01	199.98	2.00	2.00
2022-02-17 18:58:20.000	383.89	42.11	200.00	200.00	2.00	2.00
2022-02-17 19:01:40.000	384.98	42.75	200.01	200.01	2.00	2.00
2022-02-17 19:05:00.000	369.31	40.97	200.01	200.01	2.00	2.00
2022-02-17 19:08:20.000	385.55	42.61	200.00	200.02	2.00	2.00
2022-02-17 19:11:40.000	359.40	40.32	200.00	199.99	2.00	2.00
2022-02-17 19:15:00.000	366.45	40.08	200.01	200.00	2.00	2.00
2022-02-17 19:18:20.000	377.54	41.95	199.98	199.98	2.00	2.00
2022-02-17 19:21:40.000	367.84	40.91	200.01	200.00	2.00	2.00
2022-02-17 19:25:00.000	362.59	40.32	200.00	199.99	2.00	2.00
2022-02-17 19:28:20.000	373.05	41.27	200.02	200.00	2.00	2.00
2022-02-17 19:31:40.000	371.20	41.04	199.99	200.00	2.00	2.00
2022-02-17 19:35:00.000	375.32	41.85	199.99	199.99	2.00	2.00
2022-02-17 19:38:20.000	383.20	41.95	199.99	200.01	2.00	2.00
2022-02-17 19:41:40.000	365.95	40.85	200.00	200.00	2.00	2.00
2022-02-17 19:45:00.000	372.92	41.73	200.01	199.98	2.00	2.00
2022-02-17 19:48:20.000	376.07	42.03	200.02	200.02	2.00	2.00
2022-02-17 19:51:40.000	378.14	41.74	199.99	200.00	2.00	2.00
2022-02-17 19:55:00.000	374.76	41.93	199.99	199.99	2.00	2.00
2022-02-17 19:58:20.000	379.14	42.16	200.00	200.01	2.00	2.00
2022-02-17 20:01:40.000	377.77	42.13	199.99	199.99	2.00	2.00
2022-02-17 20:05:00.000	375.43	41.86	200.01	200.00	2.00	2.00
2022-02-17 20:08:20.000	379.84	42.05	200.01	199.99	2.00	2.00
2022-02-17 20:11:40.000	383.60	42.58	200.00	199.99	2.00	2.00
2022-02-17 20:15:00.000	373.19	41.58	200.00	200.01	2.00	2.00
2022-02-17 20:18:20.000	375.92	42.13	199.99	200.00	2.00	2.00
2022-02-17 20:21:40.000	386.41	42.97	200.01	199.99	2.00	2.00
2022-02-17 20:25:00.000	383.16	42.68	200.01	200.00	2.00	2.00
2022-02-17 20:28:20.000	361.71	40.10	200.01	199.98	2.00	2.00
2022-02-17 20:31:40.000	373.10	41.43	199.98	199.98	2.00	2.00
2022-02-17 20:35:00.000	379.56	42.15	199.99	200.02	2.00	2.00
2022-02-17 20:38:20.000	374.42	41.62	199.99	200.01	2.00	2.00
2022-02-17 20:41:40.000	378.51	42.16	200.00	200.03	2.00	2.00
2022-02-17 20:45:00.000	377.46	42.26	200.01	200.00	2.00	2.00
2022-02-17 20:48:20.000	380.70	42.05	200.01	200.01	2.00	2.00
2022-02-17 20:51:40.000	372.48	41.26	200.01	200.00	2.00	2.00
2022-02-17 20:55:00.000	372.36	41.37	200.02	199.99	2.00	2.00
2022-02-17 20:58:20.000	373.63	41.48	199.99	200.00	2.00	2.00
2022-02-17 21:01:40.000	389.24	42.95	200.01	200.01	2.00	2.00
2022-02-17 21:05:00.000	355.12	39.78	200.01	200.02	2.00	2.00
2022-02-17 21:08:20.000	370.79	41.36	200.00	199.98	2.00	2.00
2022-02-17 21:11:40.000	364.78	40.24	200.00	200.00	2.00	2.00
2022-02-17 21:15:00.000	371.18	41.37	200.02	199.99	2.00	2.00
2022-02-17 21:18:20.000	372.05	40.78	200.00	200.01	2.00	2.00
2022-02-17 21:21:40.000	380.42	42.40	200.00	199.99	2.00	2.00
2022-02-17 21:25:00.000	373.40	41.30	200.02	199.99	2.00	2.00
2022-02-17 21:28:20.000	364.19	40.82	199.99	199.99	2.00	2.00
2022-02-17 21:31:40.000	373.96	41.47	200.02	200.01	2.00	2.00
2022-02-17 21:35:00.000	379.74	42.37	200.03	200.00	2.00	2.00
2022-02-17 21:38:20.000	391.10	43.64	200.00	199.99	2.00	2.00
2022-02-17 21:41:40.000	372.89	41.43	200.02	199.98	2.00	2.00
2022-02-17 21:45:00.000	368.69	40.99	200.00	200.03	2.00	2.00
2022-02-17 21:48:20.000	391.57	43.69	199.99	200.00	2.00	2.00
2022-02-17 21:51:40.000	360.92	40.07	200.00	200.00	2.00	2.00
2022-02-17 21:55:00.000	377.07	41.79	199.99	200.00	2.00	2.00
2022-02-17 21:58:20.000	369.12	40.84	199.99	200.01	2.00	2.00
2022-02-17 22:01:40.000	374.77	41.88	200.00	200.02	2.00	2.00
2022-02-17 22:05:00.000	373.11	41.66	199.99	200.01	2.00	2.00
2022-02-17 22:08:20.000	375.37	41.72	200.01	200.03	2.00	2.00
2022-02-17 22:11:40.000	379.24	42.50	200.01	200.01	2.00	2.00
2022-02-17 22:15:00.000	364.23	40.69	200.01	200.01	2.00	2.00
2022-02-17 22:18:20.000	374.59	41.29	200.00	199.99	2.00	2.00
2022-02-17 22:21:40.000	369.74	41.26	200.01	200.00	2.00	2.00
2022-02-17 22:25:00.000	374.98	41.81	200.00	200.00	2.00	2.00
2022-02-20 21:30:27.265	Archive_Off	41.81	200.00	200.00	2.00	2.00
2022-02-20 21:30:27.265	Archive_Off	Archive_Off	200.00	200.00	2.00	2.00
2022-02-20 21:30:27.265	Archive_Off	Archive_Off	Archive_Off	200.00	2.00	2.00
2022-02-20 21:30:27.265	Archive_Off	Archive_Off	Archive_Off	Archive_Off	2.00	2.00
2022-02-20 21:30:27.265	Archive_Off	Archive_Off	Archive_Off	Archive_Off	Archive_Off	2.00
2022-02-20 21:30:27.265	Archive_Off	Archive_Off	Archive_Off	Archive_Off	Archive_Off	Archive_Off
2022-02-20 21:31:40.000	350.56	38.69	200.00	199.92	2.00	2.00
2022-02-22 18:25:52.643	Archive_Off	38.69	200.00	199.92	2.00	2.00
2022-02-22 18:25:00.000	373.69	38.69	200.00	199.92	2.00	2.00
2022-02-22 18:25:52.643	373.69	Archive_Off	200.00	199.92	2.00	2.00
2022-02-22 18:25:00.000	373.69	41.09	200.00	199.92	2.00	2.00
2022-02-22 18:25:52.643	373.69	41.09	Archive_Off	199.92	2.00	2.00
2022-02-22 18:25:00.000	373.69	41.09	199.98	199.92	2.00	2.00
2022-02-22 18:25:52.643	373.69	41.09	199.98	Archive_Off	2.00	2.00
2022-02-22 18:25:00.000	373.69	41.09	199.98	200.00	2.00	2.00
2022-02-22 18:25:52.643	373.69	41.09	199.98	200.00	Archive_Off	2.00
2022-02-22 18:25:00.000	373.69	41.09	199.98	200.00	2.00	2.00
2022-02-22 18:25:52.643	373.69	41.09	199.98	200.00	2.00	Archive_Off
2022-02-22 18:25:00.000	373.69	41.09	199.98	200.00	2.00	2.00
2022-02-22 18:28:20.000	368.37	40.86	200.00	200.00	2.00	2.00
2022-02-22 18:31:40.000	381.44	42.44	199.99	200.01	2.00	2.00
2022-02-22 18:35:00.000	365.37	40.64	200.02	199.99	2.00	2.00
2022-02-22 18:38:20.000	378.74	42.30	199.99	200.01	2.00	2.00
2022-02-22 18:41:40.000	372.84	41.36	200.00	200.02	2.00	2.00
2022-02-22 18:45:00.000	373.81	41.32	199.99	199.99	2.00	2.00
2022-02-22 18:48:20.000	374.82	41.67	200.00	200.00	2.00	2.00
2022-02-22 18:51:40.000	366.04	40.77	200.00	200.00	2.00	2.00
2022-02-22 18:55:00.000	372.30	41.49	199.99	199.99	2.00	2.00
2022-02-22 18:58:20.000	377.95	42.17	200.00	199.99	2.00	2.00
2022-02-22 19:01:40.000	371.40	41.49	200.01	200.00	2.00	2.00
2022-02-22 19:05:00.000	381.70	42.23	200.00	200.01	2.00	2.00
2022-02-22 19:08:20.000	366.27	40.55	199.99	199.98	2.00	2.00
2022-02-22 19:11:40.000	378.13	42.00	200.00	200.01	2.00	2.00
2022-02-22 19:15:00.000	380.85	42.50	199.96	199.98	2.00	2.00
2022-02-22 19:18:20.000	380.47	42.18	199.98	199.99	2.00	2.00
2022-02-22 19:21:40.000	380.34	42.20	200.02	200.00	2.00	2.00
2022-02-22 19:25:00.000	366.56	40.94	200.01	200.01	2.00	2.00
2022-02-22 19:28:20.000	369.99	41.06	199.98	200.02	2.00	2.00
2022-02-22 19:31:40.000	375.40	41.63	199.98	199.98	2.00	2.00
2022-02-22 19:35:00.000	386.12	42.68	200.00	200.00	2.00	2.00
2022-02-22 19:38:20.000	373.94	41.51	200.00	200.01	2.00	2.00
2022-02-22 19:41:40.000	368.86	40.76	200.00	200.01	2.00	2.00
2022-02-22 19:42:45.544	Archive_Off	40.76	200.00	200.01	2.00	2.00
2022-02-22 19:41:40.000	382.12	40.76	200.00	200.01	2.00	2.00
2022-02-22 19:42:45.544	382.12	Archive_Off	200.00	200.01	2.00	2.00
2022-02-22 19:41:40.000	382.12	42.61	200.00	200.01	2.00	2.00
2022-02-22 19:42:45.544	382.12	42.61	Archive_Off	200.01	2.00	2.00
2022-02-22 19:41:40.000	382.12	42.61	200.04	200.01	2.00	2.00
2022-02-22 19:42:45.544	382.12	42.61	200.04	Archive_Off	2.00	2.00
2022-02-22 19:41:40.000	382.12	42.61	200.04	199.96	2.00	2.00
2022-02-22 19:42:45.544	382.12	42.61	200.04	199.96	Archive_Off	2.00
