# Created by CS-Studio Data Browser
# 
# Start Time : 2022-02-03 10:24:24.852
# End Time   : 2022-02-26 14:19:50.934
# Source     : Optimized Archived Data
# Desired Value Count: 10000.0
# Format     : Decimal (2 digits)
# 
# Data is in TAB-delimited columns, for import into e.g. Excel.
# The 'Time' column contains values like '2018-02-04 21:58:47.065'.
# In your spreadsheet program, a custom column format like
#     'yyyy-mm-d h:mm:ss.000'
# might be required to show the full timestamp detail.

# Channel: HAD:STS:GAS:measure0
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 
# Channel: HAD:STS:GAS:measure1
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 
# Channel: HAD:STS:GAS:measure2
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 
# Channel: HAD:STS:GAS:measure3
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 
# Channel: HAD:STS:GAS:measure4
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 
# Channel: HAD:STS:GAS:measure5
# Archives:
# 1) RDB
#    URL: jdbc:postgresql://lxhaddcs10:5432/archive
# 

# Time	HAD:STS:GAS:measure0 Value	HAD:STS:GAS:measure1 Value	HAD:STS:GAS:measure2 Value	HAD:STS:GAS:measure3 Value	HAD:STS:GAS:measure4 Value	HAD:STS:GAS:measure5 Value
2022-02-11 00:18:20.000	360.34	40.02	199.99	200.01	2.00	2.00
2022-02-11 00:21:40.000	369.69	41.18	199.99	200.00	2.00	2.00
2022-02-11 00:25:00.000	365.47	40.75	200.01	200.01	2.00	2.00
2022-02-11 00:28:20.000	363.03	40.21	200.00	200.00	2.00	2.00
2022-02-11 00:31:40.000	375.10	41.63	200.02	199.98	2.00	2.00
2022-02-11 00:35:00.000	375.56	41.81	200.02	199.99	2.00	2.00
2022-02-11 00:38:20.000	370.23	41.08	200.01	200.00	2.00	2.00
2022-02-11 00:41:40.000	363.06	40.26	199.98	200.03	2.00	2.00
2022-02-11 00:45:00.000	385.25	42.96	200.02	199.99	2.00	2.00
2022-02-11 00:48:20.000	371.11	41.09	200.00	200.00	2.00	2.00
2022-02-11 00:51:40.000	369.21	41.40	199.99	200.01	2.00	2.00
2022-02-11 00:55:00.000	367.23	40.71	200.01	200.00	2.00	2.00
2022-02-11 00:58:20.000	382.56	42.42	199.97	199.98	2.00	2.00
2022-02-11 01:01:40.000	369.25	41.40	200.00	200.01	2.00	2.00
2022-02-11 01:05:00.000	371.69	41.35	199.96	199.99	2.00	2.00
2022-02-11 01:08:20.000	383.23	42.56	200.00	200.00	2.00	2.00
2022-02-11 01:11:40.000	375.56	41.49	200.00	199.99	2.00	2.00
2022-02-11 01:15:00.000	379.90	42.25	199.99	200.00	2.00	2.00
2022-02-11 01:18:20.000	384.92	42.64	200.00	200.01	2.00	2.00
2022-02-11 01:21:40.000	367.68	40.70	200.01	200.02	2.00	2.00
2022-02-11 01:25:00.000	374.90	41.79	199.99	200.02	2.00	2.00
2022-02-11 01:28:20.000	370.42	41.01	200.00	200.01	2.00	2.00
2022-02-11 01:31:40.000	399.16	44.27	200.01	200.00	2.00	2.00
2022-02-11 01:35:00.000	377.89	41.92	200.00	200.01	2.00	2.00
2022-02-11 01:38:20.000	383.03	42.67	200.01	199.98	2.00	2.00
2022-02-11 01:41:40.000	388.79	43.00	200.02	199.98	2.00	2.00
2022-02-11 01:45:00.000	381.41	42.33	199.99	199.99	2.00	2.00
2022-02-11 01:48:20.000	382.09	42.40	200.00	200.02	2.00	2.00
2022-02-11 01:51:40.000	387.96	43.03	200.01	199.99	2.00	2.00
2022-02-11 01:55:00.000	368.78	40.91	200.02	199.99	2.00	2.00
2022-02-11 01:58:20.000	383.67	42.80	200.01	199.99	2.00	2.00
2022-02-11 02:01:40.000	394.62	43.82	200.00	200.00	2.00	2.00
2022-02-11 02:05:00.000	379.69	42.31	199.98	200.01	2.00	2.00
2022-02-11 02:08:20.000	379.91	42.24	199.98	200.00	2.00	2.00
2022-02-11 02:11:40.000	376.54	41.84	200.00	200.00	2.00	2.00
2022-02-11 02:15:00.000	390.01	43.32	199.99	199.99	2.00	2.00
2022-02-11 02:18:20.000	377.57	42.12	199.98	200.01	2.00	2.00
2022-02-11 02:21:40.000	378.44	42.11	200.00	199.99	2.00	2.00
2022-02-11 02:25:00.000	378.73	42.20	200.01	200.01	2.00	2.00
2022-02-11 02:28:20.000	387.94	43.23	200.01	200.01	2.00	2.00
2022-02-11 02:31:40.000	365.11	40.58	199.99	200.00	2.00	2.00
2022-02-11 02:35:00.000	385.24	42.81	200.00	200.03	2.00	2.00
2022-02-11 02:38:20.000	372.04	41.53	200.00	200.01	2.00	2.00
2022-02-11 02:41:40.000	382.33	42.53	200.01	200.02	2.00	2.00
2022-02-11 02:45:00.000	379.48	42.03	200.00	199.99	2.00	2.00
2022-02-11 02:48:20.000	377.62	41.72	200.00	200.01	2.00	2.00
2022-02-11 02:51:40.000	384.01	42.77	199.99	200.00	2.00	2.00
2022-02-11 02:55:00.000	383.80	42.72	200.00	200.01	2.00	2.00
2022-02-11 02:58:20.000	376.31	41.74	199.99	200.00	2.00	2.00
2022-02-11 03:01:40.000	372.94	41.40	200.02	200.00	2.00	2.00
2022-02-11 03:05:00.000	379.81	42.20	200.01	200.01	2.00	2.00
2022-02-11 03:08:20.000	382.15	42.50	200.02	200.00	2.00	2.00
2022-02-11 03:11:40.000	379.83	42.15	199.98	200.00	2.00	2.00
2022-02-11 03:15:00.000	377.56	42.05	199.99	200.00	2.00	2.00
2022-02-11 03:18:20.000	368.18	40.97	199.99	200.01	2.00	2.00
2022-02-11 03:21:40.000	376.18	41.88	199.99	200.00	2.00	2.00
2022-02-11 03:25:00.000	375.91	41.75	200.01	200.00	2.00	2.00
2022-02-11 03:28:20.000	375.70	41.84	199.99	199.99	2.00	2.00
2022-02-11 03:31:40.000	374.18	41.68	200.03	199.98	2.00	2.00
2022-02-11 03:35:00.000	381.38	42.36	199.98	200.00	2.00	2.00
2022-02-11 03:38:20.000	369.88	41.16	199.99	200.00	2.00	2.00
2022-02-11 03:41:40.000	376.85	41.82	199.98	200.00	2.00	2.00
2022-02-11 03:45:00.000	375.71	41.71	200.00	200.01	2.00	2.00
2022-02-11 03:48:20.000	376.85	41.70	200.00	200.00	2.00	2.00
2022-02-11 03:51:40.000	374.89	41.71	200.00	200.02	2.00	2.00
2022-02-11 03:55:00.000	372.68	41.47	199.99	200.01	2.00	2.00
2022-02-11 03:58:20.000	374.59	41.65	200.00	200.01	2.00	2.00
2022-02-11 04:01:40.000	373.78	41.50	199.99	200.01	2.00	2.00
2022-02-11 04:05:00.000	379.32	42.19	200.02	200.01	2.00	2.00
2022-02-11 04:08:20.000	368.20	40.91	199.99	200.00	2.00	2.00
2022-02-11 04:11:40.000	375.29	41.66	200.01	200.01	2.00	2.00
2022-02-11 04:15:00.000	376.14	41.72	200.00	200.00	2.00	2.00
2022-02-11 04:18:20.000	371.51	41.23	200.00	200.01	2.00	2.00
2022-02-11 04:21:40.000	379.46	42.04	199.98	199.99	2.00	2.00
2022-02-11 04:25:00.000	370.02	41.02	200.01	199.99	2.00	2.00
2022-02-11 04:28:20.000	375.67	41.78	200.03	199.99	2.00	2.00
2022-02-11 04:31:40.000	373.32	41.44	200.01	199.99	2.00	2.00
2022-02-11 04:35:00.000	380.82	42.12	199.98	200.00	2.00	2.00
2022-02-11 04:38:20.000	381.67	42.41	200.01	200.00	2.00	2.00
2022-02-11 04:41:40.000	371.02	41.30	199.99	200.00	2.00	2.00
2022-02-11 04:45:00.000	373.84	41.53	200.00	200.00	2.00	2.00
2022-02-11 04:48:20.000	372.36	41.39	200.00	199.99	2.00	2.00
2022-02-11 04:51:40.000	374.85	41.64	199.99	199.99	2.00	2.00
2022-02-11 04:55:00.000	380.32	42.17	200.02	200.01	2.00	2.00
2022-02-11 04:58:20.000	381.15	42.39	200.01	200.00	2.00	2.00
2022-02-11 05:01:40.000	374.17	41.51	200.02	200.02	2.00	2.00
2022-02-11 05:05:00.000	372.43	41.44	200.00	200.01	2.00	2.00
2022-02-11 05:08:20.000	376.76	41.84	200.01	200.02	2.00	2.00
2022-02-11 05:11:40.000	374.98	41.70	200.01	200.01	2.00	2.00
2022-02-11 05:15:00.000	368.05	40.87	200.01	200.01	2.00	2.00
2022-02-11 05:18:20.000	373.78	41.51	200.00	200.00	2.00	2.00
2022-02-11 05:21:40.000	373.99	41.54	200.01	200.03	2.00	2.00
2022-02-11 05:25:00.000	372.85	41.44	200.00	200.00	2.00	2.00
2022-02-11 05:28:20.000	373.97	41.45	200.00	200.00	2.00	2.00
2022-02-11 05:31:40.000	371.35	41.18	199.99	199.99	2.00	2.00
2022-02-11 05:35:00.000	381.27	42.33	200.00	200.00	2.00	2.00
2022-02-11 05:38:20.000	367.68	40.89	200.00	199.99	2.00	2.00
2022-02-11 05:41:40.000	382.58	42.47	200.00	200.00	2.00	2.00
2022-02-11 05:45:00.000	372.22	41.38	200.00	200.02	2.00	2.00
2022-02-11 05:48:20.000	375.27	41.71	200.00	199.99	2.00	2.00
2022-02-11 05:51:40.000	380.61	42.22	199.99	199.99	2.00	2.00
2022-02-11 05:55:00.000	370.94	41.37	199.99	200.00	2.00	2.00
2022-02-11 05:58:20.000	372.01	41.44	200.00	200.00	2.00	2.00
2022-02-11 06:01:40.000	378.44	42.02	199.99	200.01	2.00	2.00
2022-02-11 06:05:00.000	374.33	41.68	199.98	200.01	2.00	2.00
2022-02-11 06:08:20.000	378.57	42.07	199.98	199.98	2.00	2.00
2022-02-11 06:11:40.000	371.03	41.24	199.99	200.00	2.00	2.00
2022-02-11 06:15:00.000	367.97	40.75	200.00	200.01	2.00	2.00
2022-02-11 06:18:20.000	374.97	41.56	199.99	199.99	2.00	2.00
2022-02-11 06:21:40.000	378.92	41.98	200.00	200.00	2.00	2.00
2022-02-11 06:25:00.000	368.03	40.85	200.00	200.02	2.00	2.00
2022-02-11 06:28:20.000	373.85	41.48	200.01	200.01	2.00	2.00
2022-02-11 06:31:40.000	372.01	41.31	200.00	200.00	2.00	2.00
2022-02-11 06:35:00.000	373.09	41.29	200.01	200.00	2.00	2.00
2022-02-11 06:38:20.000	374.32	41.78	199.99	200.00	2.00	2.00
2022-02-11 06:41:40.000	367.94	40.89	199.98	200.00	2.00	2.00
2022-02-11 06:45:00.000	366.27	40.79	199.99	200.00	2.00	2.00
2022-02-11 06:48:20.000	362.86	40.47	199.99	200.01	2.00	2.00
2022-02-11 06:51:40.000	359.44	39.87	199.99	199.99	2.00	2.00
2022-02-11 06:55:00.000	332.90	37.17	200.00	200.00	2.00	2.00
2022-02-11 06:58:20.000	338.51	37.57	199.98	200.01	2.00	2.00
2022-02-11 07:01:40.000	337.47	36.89	199.97	200.00	2.00	2.00
2022-02-11 07:05:00.000	347.03	38.60	199.98	200.00	2.00	2.00
2022-02-11 07:08:20.000	355.84	39.41	200.00	199.98	2.00	2.00
2022-02-11 07:11:40.000	352.64	38.94	200.00	200.01	2.00	2.00
2022-02-11 07:15:00.000	395.34	43.61	199.99	200.00	2.00	2.00
2022-02-11 07:18:20.000	368.24	41.06	199.99	200.01	2.00	2.00
2022-02-11 07:21:40.000	354.37	39.36	200.03	200.01	2.00	2.00
2022-02-11 07:25:00.000	365.51	40.64	199.99	200.00	2.00	2.00
2022-02-11 07:28:20.000	370.79	40.78	199.99	200.02	2.00	2.00
2022-02-11 07:31:40.000	368.66	40.67	199.99	199.99	2.00	2.00
2022-02-11 07:35:00.000	384.16	42.62	200.00	200.00	2.00	2.00
2022-02-11 07:38:20.000	377.37	41.89	200.02	200.02	2.00	2.00
2022-02-11 07:41:40.000	372.40	41.12	200.02	200.01	2.00	2.00
2022-02-11 07:45:00.000	379.03	41.99	200.00	199.99	2.00	2.00
2022-02-11 07:48:20.000	366.73	40.65	200.00	200.00	2.00	2.00
2022-02-11 07:51:40.000	387.06	43.01	200.00	200.01	2.00	2.00
2022-02-11 07:55:00.000	371.78	41.22	200.01	200.00	2.00	2.00
2022-02-11 07:58:20.000	373.08	41.26	200.00	200.02	2.00	2.00
2022-02-11 08:01:40.000	383.65	42.43	200.01	199.99	2.00	2.00
2022-02-11 08:05:00.000	375.13	41.61	200.00	200.02	2.00	2.00
2022-02-11 08:08:20.000	373.36	41.43	200.01	200.01	2.00	2.00
2022-02-11 08:11:40.000	380.85	42.48	200.02	199.98	2.00	2.00
2022-02-11 08:15:00.000	372.67	41.23	199.99	200.00	2.00	2.00
2022-02-11 08:18:20.000	367.20	40.84	200.00	200.02	2.00	2.00
2022-02-11 08:21:40.000	379.16	42.10	200.00	200.00	2.00	2.00
2022-02-11 08:25:00.000	374.74	41.75	200.01	200.01	2.00	2.00
2022-02-11 08:28:20.000	382.95	42.50	200.00	200.00	2.00	2.00
2022-02-11 08:31:40.000	392.20	43.24	200.00	200.00	2.00	2.00
2022-02-11 08:35:00.000	367.65	40.53	200.00	199.99	2.00	2.00
2022-02-11 08:38:20.000	369.12	41.15	199.99	200.00	2.00	2.00
2022-02-11 08:41:40.000	371.44	41.43	200.01	199.99	2.00	2.00
2022-02-11 08:45:00.000	383.07	42.46	199.99	200.00	2.00	2.00
2022-02-11 08:48:20.000	368.82	41.32	200.00	200.00	2.00	2.00
2022-02-11 08:51:40.000	371.59	40.91	199.99	199.99	2.00	2.00
2022-02-11 08:55:00.000	384.62	42.96	199.99	199.99	2.00	2.00
2022-02-11 08:58:20.000	378.73	42.03	200.02	200.00	2.00	2.00
2022-02-11 09:01:40.000	381.76	42.41	200.01	200.01	2.00	2.00
2022-02-11 09:05:00.000	391.24	43.33	200.01	199.99	2.00	2.00
2022-02-11 09:08:20.000	380.32	42.22	199.99	200.00	2.00	2.00
2022-02-11 09:11:40.000	385.12	42.64	199.99	200.02	2.00	2.00
2022-02-11 09:15:00.000	384.15	42.74	200.01	200.00	2.00	2.00
2022-02-11 09:18:20.000	379.05	42.01	200.03	199.97	2.00	2.00
2022-02-11 09:21:40.000	371.74	41.56	200.00	199.98	2.00	2.00
2022-02-11 09:25:00.000	372.76	41.47	200.00	200.00	2.00	2.00
2022-02-11 09:28:20.000	385.33	42.67	200.00	199.99	2.00	2.00
2022-02-11 09:31:40.000	372.37	41.34	200.00	200.00	2.00	2.00
2022-02-11 09:35:00.000	366.90	40.43	200.00	200.01	2.00	2.00
2022-02-11 09:38:20.000	378.93	42.32	200.00	199.99	2.00	2.00
2022-02-11 09:41:40.000	366.81	40.69	200.00	199.98	2.00	2.00
2022-02-11 09:45:00.000	360.44	40.27	200.00	200.01	2.00	2.00
2022-02-11 09:48:20.000	370.67	41.59	199.99	200.00	2.00	2.00
2022-02-11 09:51:40.000	373.07	41.62	199.98	200.00	2.00	2.00
2022-02-11 09:55:00.000	370.63	41.13	200.00	200.00	2.00	2.00
2022-02-11 09:58:20.000	366.27	40.72	200.02	200.01	2.00	2.00
2022-02-11 10:01:40.000	372.10	41.38	200.02	199.99	2.00	2.00
2022-02-11 10:05:00.000	375.05	41.52	200.00	200.00	2.00	2.00
2022-02-11 10:08:20.000	381.67	42.24	199.98	200.00	2.00	2.00
2022-02-11 10:11:40.000	369.03	41.20	200.00	200.02	2.00	2.00
2022-02-11 10:15:00.000	367.76	40.91	199.99	200.01	2.00	2.00
2022-02-11 10:18:20.000	379.55	41.97	200.00	200.00	2.00	2.00
2022-02-11 10:21:40.000	367.29	40.81	200.00	199.99	2.00	2.00
2022-02-11 10:25:00.000	374.02	41.47	200.00	200.00	2.00	2.00
2022-02-11 10:28:20.000	377.04	41.85	200.00	200.01	2.00	2.00
2022-02-11 10:31:40.000	380.53	42.36	200.01	199.99	2.00	2.00
2022-02-11 10:35:00.000	373.91	41.40	200.00	200.01	2.00	2.00
2022-02-11 10:38:20.000	373.39	41.37	199.99	200.00	2.00	2.00
2022-02-11 10:41:40.000	368.77	41.10	200.00	200.00	2.00	2.00
2022-02-11 10:45:00.000	367.56	40.87	199.99	200.00	2.00	2.00
2022-02-11 10:48:20.000	380.63	42.13	199.96	200.00	2.00	2.00
2022-02-11 10:51:40.000	365.21	40.79	199.98	200.01	2.00	2.00
2022-02-11 10:55:00.000	371.52	41.19	200.00	200.00	2.00	2.00
2022-02-11 10:58:20.000	380.38	42.26	200.00	199.99	2.00	2.00
2022-02-11 11:01:40.000	377.51	42.00	200.01	200.01	2.00	2.00
2022-02-11 11:05:00.000	350.36	38.83	200.01	199.99	2.00	2.00
2022-02-11 11:08:20.000	379.34	41.76	200.04	199.99	2.00	2.00
2022-02-11 11:11:40.000	373.41	41.42	200.00	200.00	2.00	2.00
2022-02-11 11:15:00.000	374.46	41.65	199.98	200.01	2.00	2.00
2022-02-11 11:18:20.000	366.34	40.84	199.99	200.00	2.00	2.00
2022-02-11 11:21:40.000	368.57	40.92	199.99	200.01	2.00	2.00
2022-02-11 11:25:00.000	384.30	42.80	200.00	200.00	2.00	2.00
2022-02-11 11:28:20.000	378.78	42.28	199.98	200.00	2.00	2.00
2022-02-11 11:31:40.000	373.59	41.69	200.01	200.02	2.00	2.00
2022-02-11 11:35:00.000	355.85	39.54	200.01	200.01	2.00	2.00
2022-02-11 11:38:20.000	368.42	41.09	200.00	200.00	2.00	2.00
2022-02-11 11:41:40.000	389.55	43.36	199.98	200.00	2.00	2.00
2022-02-11 11:45:00.000	364.16	40.35	200.00	200.02	2.00	2.00
2022-02-11 11:48:20.000	392.90	43.58	199.99	200.00	2.00	2.00
2022-02-11 11:51:40.000	393.06	43.77	200.00	199.98	2.00	2.00
2022-02-11 11:55:00.000	391.09	43.42	199.98	199.99	2.00	2.00
2022-02-11 11:58:20.000	400.24	44.59	199.99	200.00	2.00	2.00
2022-02-11 12:01:40.000	401.20	44.58	199.98	199.99	2.00	2.00
2022-02-11 12:05:00.000	388.82	43.12	199.99	199.99	2.00	2.00
2022-02-11 12:08:20.000	380.71	42.34	199.99	199.99	2.00	2.00
2022-02-11 12:11:40.000	379.22	42.31	200.00	200.00	2.00	2.00
2022-02-11 12:15:00.000	371.30	40.92	199.98	200.01	2.00	2.00
2022-02-11 12:18:20.000	377.91	42.18	199.99	199.98	2.00	2.00
2022-02-11 12:21:40.000	386.87	43.38	199.99	199.99	2.00	2.00
2022-02-11 12:25:00.000	399.66	44.52	200.01	200.00	2.00	2.00
2022-02-11 12:28:20.000	395.37	43.74	200.01	200.00	2.00	2.00
2022-02-11 12:31:40.000	384.65	42.64	200.06	199.99	2.00	2.00
2022-02-14 12:20:46.569	Write_Error	42.64	200.06	199.99	2.00	2.00
2022-02-14 12:20:46.590	Write_Error	Write_Error	200.06	199.99	2.00	2.00
2022-02-14 12:20:46.619	Write_Error	Write_Error	Write_Error	199.99	2.00	2.00
2022-02-14 12:20:46.651	Write_Error	Write_Error	Write_Error	Write_Error	2.00	2.00
2022-02-14 12:20:46.669	385.88	Write_Error	Write_Error	Write_Error	2.00	2.00
2022-02-14 12:20:46.690	385.88	42.16	Write_Error	Write_Error	2.00	2.00
2022-02-14 12:20:46.710	385.88	42.16	Write_Error	Write_Error	2.00	Write_Error
2022-02-14 12:20:46.719	385.88	42.16	200.16	Write_Error	2.00	Write_Error
2022-02-14 12:20:46.751	385.88	42.16	200.16	200.16	2.00	Write_Error
2022-02-14 12:20:46.810	385.88	42.16	200.16	200.16	2.00	2.00
2022-02-14 12:20:47.669	385.88	42.16	200.16	200.16	Write_Error	2.00
2022-02-14 12:20:47.769	385.88	42.16	200.16	200.16	2.00	2.00
2022-02-14 12:20:59.567	Write_Error	42.16	200.16	200.16	2.00	2.00
2022-02-14 12:20:59.587	Write_Error	Write_Error	200.16	200.16	2.00	2.00
2022-02-14 12:20:59.666	Write_Error	Write_Error	200.16	200.16	Write_Error	2.00
2022-02-14 12:20:59.667	389.50	Write_Error	200.16	200.16	Write_Error	2.00
2022-02-14 12:20:59.687	389.50	43.44	200.16	200.16	Write_Error	2.00
2022-02-14 12:20:59.695	389.50	43.44	200.16	200.16	Write_Error	Write_Error
2022-02-14 12:20:59.766	389.50	43.44	200.16	200.16	2.00	Write_Error
2022-02-14 12:20:59.795	389.50	43.44	200.16	200.16	2.00	2.00
2022-02-14 12:21:00.619	389.50	43.44	Write_Error	200.16	2.00	2.00
2022-02-14 12:21:00.654	389.50	43.44	Write_Error	Write_Error	2.00	2.00
2022-02-14 12:21:00.719	389.50	43.44	199.84	Write_Error	2.00	2.00
2022-02-14 12:21:00.754	389.50	43.44	199.84	199.84	2.00	2.00
2022-02-15 01:08:13.155	Archive_Off	43.44	199.84	199.84	2.00	2.00
2022-02-15 01:08:13.155	Archive_Off	Archive_Off	199.84	199.84	2.00	2.00
2022-02-15 01:08:13.155	Archive_Off	Archive_Off	Archive_Off	199.84	2.00	2.00
2022-02-15 01:08:13.155	Archive_Off	Archive_Off	Archive_Off	Archive_Off	2.00	2.00
2022-02-15 01:08:13.155	Archive_Off	Archive_Off	Archive_Off	Archive_Off	Archive_Off	2.00
2022-02-15 01:08:13.155	Archive_Off	Archive_Off	Archive_Off	Archive_Off	Archive_Off	Archive_Off
2022-02-15 01:08:14.255	354.25	39.94	200.00	199.84	2.00	2.00
2022-02-15 12:35:01.802	Archive_Off	39.94	200.00	199.84	2.00	2.00
2022-02-15 12:35:00.000	374.64	39.94	200.00	199.84	2.00	2.00
2022-02-15 12:35:01.802	374.64	Archive_Off	200.00	199.84	2.00	2.00
2022-02-15 12:35:00.000	374.64	41.33	200.00	199.84	2.00	2.00
2022-02-15 12:35:01.802	374.64	41.33	Archive_Off	199.84	2.00	2.00
2022-02-15 12:35:00.000	374.64	41.33	200.03	199.84	2.00	2.00
2022-02-15 12:35:01.802	374.64	41.33	200.03	Archive_Off	2.00	2.00
2022-02-15 12:35:00.000	374.64	41.33	200.03	200.03	2.00	2.00
2022-02-15 12:35:01.802	374.64	41.33	200.03	200.03	Archive_Off	2.00
2022-02-15 12:35:00.000	374.64	41.33	200.03	200.03	2.00	2.00
2022-02-15 12:35:01.802	374.64	41.33	200.03	200.03	2.00	Archive_Off
2022-02-15 12:35:00.000	374.64	41.33	200.03	200.03	2.00	2.00
2022-02-15 12:38:20.000	367.93	40.63	200.01	199.99	2.00	2.00
2022-02-15 12:41:40.000	360.67	40.08	200.01	200.02	2.00	2.00
2022-02-15 12:45:00.000	370.37	40.96	200.01	199.99	2.00	2.00
2022-02-15 12:48:20.000	365.57	40.47	200.02	200.01	2.00	2.00
2022-02-15 12:51:40.000	365.44	40.74	200.01	200.01	2.00	2.00
2022-02-15 12:55:00.000	381.48	42.17	200.00	199.99	2.00	2.00
2022-02-15 12:58:20.000	361.91	40.43	199.99	200.01	2.00	2.00
2022-02-15 13:01:40.000	385.44	42.78	200.02	200.01	2.00	2.00
2022-02-15 13:05:00.000	364.94	40.44	200.00	200.01	2.00	2.00
2022-02-15 13:08:20.000	373.94	41.56	199.99	200.02	2.00	2.00
2022-02-15 13:11:40.000	364.81	40.44	199.99	200.01	2.00	2.00
2022-02-15 13:15:00.000	367.25	40.73	200.01	200.00	2.00	2.00
2022-02-15 13:18:20.000	380.66	42.43	199.99	200.01	2.00	2.00
2022-02-15 13:21:40.000	372.19	41.97	200.00	200.00	2.00	2.00
2022-02-15 13:25:00.000	369.19	41.38	200.01	200.01	2.00	2.00
2022-02-15 13:28:20.000	367.63	40.30	200.01	200.00	2.00	2.00
2022-02-15 13:31:40.000	371.47	41.16	200.01	200.00	2.00	2.00
2022-02-15 13:35:00.000	380.00	42.42	199.99	200.00	2.00	2.00
2022-02-15 13:38:20.000	377.72	42.21	200.00	200.01	2.00	2.00
2022-02-15 13:41:40.000	365.27	40.77	200.00	200.00	2.00	2.00
2022-02-15 13:45:00.000	366.21	40.60	200.02	200.02	2.00	2.00
2022-02-15 13:48:20.000	379.01	41.87	200.00	200.01	2.00	2.00
2022-02-15 13:51:40.000	370.59	41.42	199.99	200.01	2.00	2.00
2022-02-15 13:55:00.000	363.56	40.47	200.00	200.00	2.00	2.00
2022-02-15 13:58:20.000	376.92	41.90	199.99	200.01	2.00	2.00
2022-02-15 14:01:40.000	364.83	40.60	199.97	200.00	2.00	2.00
2022-02-15 14:05:00.000	387.04	42.96	200.00	199.99	2.00	2.00
2022-02-15 14:08:20.000	366.71	40.71	200.00	199.98	2.00	2.00
2022-02-15 14:11:40.000	374.18	41.15	200.01	200.01	2.00	2.00
2022-02-15 14:15:00.000	366.13	40.03	200.00	200.00	2.00	2.00
2022-02-15 14:14:54.729	Archive_Off	40.03	200.00	200.00	2.00	2.00
2022-02-15 14:14:54.729	Archive_Off	Archive_Off	200.00	200.00	2.00	2.00
2022-02-15 14:14:54.729	Archive_Off	Archive_Off	Archive_Off	200.00	2.00	2.00
2022-02-15 14:14:54.729	Archive_Off	Archive_Off	Archive_Off	Archive_Off	2.00	2.00
2022-02-15 14:14:54.729	Archive_Off	Archive_Off	Archive_Off	Archive_Off	Archive_Off	2.00
2022-02-15 14:14:54.729	Archive_Off	Archive_Off	Archive_Off	Archive_Off	Archive_Off	Archive_Off
2022-02-15 14:15:00.000	354.40	39.61	200.03	200.01	2.00	2.00
2022-02-15 14:18:20.000	362.29	40.33	199.99	199.99	2.00	2.00
2022-02-15 14:21:40.000	373.99	41.52	200.01	200.02	2.00	2.00
2022-02-15 14:25:00.000	369.20	40.80	200.01	200.01	2.00	2.00
2022-02-15 14:28:20.000	375.75	41.58	200.01	200.01	2.00	2.00
2022-02-15 14:31:40.000	375.11	41.61	199.97	200.02	2.00	2.00
2022-02-15 14:35:00.000	365.81	40.47	200.02	199.99	2.00	2.00
2022-02-15 14:38:20.000	360.63	40.17	199.98	200.01	2.00	2.00
2022-02-15 14:41:40.000	363.14	40.56	200.01	200.02	2.00	2.00
2022-02-15 14:45:00.000	373.27	41.78	200.02	199.98	2.00	2.00
2022-02-15 14:48:20.000	407.16	45.16	199.99	199.99	2.00	2.00
2022-02-15 14:51:40.000	398.77	44.22	200.01	199.99	2.00	2.00
2022-02-15 14:55:00.000	392.32	43.51	200.00	199.99	2.00	2.00
2022-02-15 14:58:20.000	377.19	42.05	200.00	200.00	2.00	2.00
2022-02-15 15:01:40.000	374.69	41.54	199.99	200.02	2.00	2.00
2022-02-15 15:05:00.000	392.64	43.31	200.00	199.98	2.00	2.00
2022-02-15 15:08:20.000	384.80	42.70	200.00	200.00	2.00	2.00
2022-02-15 15:11:40.000	381.56	42.39	199.99	199.99	2.00	2.00
2022-02-15 15:15:00.000	392.59	43.70	199.99	200.02	2.00	2.00
2022-02-15 15:18:20.000	372.97	41.31	199.99	199.99	2.00	2.00
2022-02-15 15:21:40.000	381.29	42.30	199.99	200.00	2.00	2.00
2022-02-15 15:25:00.000	377.45	42.13	200.00	200.00	2.00	2.00
2022-02-15 15:28:20.000	379.61	41.93	200.01	199.99	2.00	2.00
2022-02-15 15:31:40.000	373.74	41.60	200.03	200.00	2.00	2.00
2022-02-15 15:35:00.000	365.34	40.54	200.02	200.02	2.00	2.00
2022-02-15 15:38:20.000	377.65	42.03	199.98	199.99	2.00	2.00
2022-02-15 15:41:40.000	376.45	41.55	200.01	200.00	2.00	2.00
2022-02-15 15:45:00.000	371.48	41.37	200.00	200.00	2.00	2.00
2022-02-15 15:48:20.000	376.36	41.81	199.99	200.01	2.00	2.00
2022-02-15 15:51:40.000	366.41	40.69	199.98	200.01	2.00	2.00
2022-02-15 15:55:00.000	368.60	40.84	200.00	200.02	2.00	2.00
2022-02-15 15:58:20.000	380.25	42.13	199.99	200.00	2.00	2.00
2022-02-15 16:01:40.000	382.77	41.97	200.00	200.00	2.00	2.00
2022-02-15 16:05:00.000	374.05	41.58	200.00	200.00	2.00	2.00
