443848018   188.748  2.73995
443848318   209.33  5.23036
443848474   196.172  3.01326
443848662   191.702  3.23635
443848838   200.494  3.48894
443849009   192.249  2.95598
443849189   184.662  2.63259
443850846   187.891  0.449953
443850942   186.07  0.460756
443851033   188.27  0.440047
443851127   186.856  0.426193
443851215   187.057  0.414073
443851314   186.324  0.461454
443851399   186.716  0.417381
443851489   186.953  0.430245
443851575   186.028  1.21189
443851670   185.133  1.06236
443851728   187.48  0.415847
443851822   186.71  0.40984
443851913   187.758  0.425108
443852016   186.935  0.429651
443852107   187.033  0.428042
443852206   187.194  0.400935
443852299   186.147  0.434348
443852393   187.205  0.410823
443852491   187.287  0.429286
443852577   187.366  0.420183
443852667   187.119  0.410555
443852761   187.254  0.478085
443852848   187.244  0.420719
443852934   186.6  0.403281
443853023   186.935  0.443181
443853111   187.826  0.771317
443853155   187.065  1.00642
443853283   186.367  0.845154
443853318   186.444  0.654199
443853364   188.063  0.568317
443853934   189.144  0.588507
443854034   188.517  0.596469
443854122   190.57  0.578056
443854213   190.39  1.54936
443855035   192.967  0.731198
443855127   192.161  0.735587
443855217   186.305  0.445382
443855311   184.936  0.449966
443855683   185.497  0.424944
443855780   185.856  0.424851
443855875   186.614  0.416797
443856113   186.508  0.403651
443856207   186.182  0.542704
443856525   186.652  0.460792
443856686   187.173  0.45924
443856772   187.881  0.421857
443856863   186.537  0.416042
443856955   186.718  0.411716
443857043   186.666  0.406708
443857140   187.225  0.411807
443857228   186.895  0.441225
443857323   188.158  0.431
443857414   187.119  0.419683
443857515   187.704  0.425814
443857606   187.493  0.433496
443857695   186.853  0.41358
443857792   186.635  0.410123
443857889   187.607  0.421463
443857987   187.497  0.434259
443858078   186.775  0.393659
443858171   186.931  0.411523
443858270   186.99  0.409033
443858361   187.692  0.421669
443858454   186.879  0.416904
443858553   186.491  0.411981
443858645   186.851  0.413453
443858733   186.572  0.41817
443858823   186.989  0.41533
443858922   187.249  0.738795
443858989   185.629  1.0812
443859039   186.661  1.05611
443859253   186.979  0.463973
443859342   187.774  0.673717
443859473   187.644  0.418005
443859561   186.996  0.410518
443859647   186.989  0.413108
443859735   187.406  0.418892
443859822   187.079  0.454868
443859910   186.125  0.422988
443859993   186.562  0.427201
443860085   187.185  0.410825
443860185   186.434  0.395763
443860288   185.565  0.381893
443860377   186.984  0.666098
443860426   186.987  0.74579
443860493   185.692  1.19441
443860520   186.791  0.402787
443860614   186.005  0.592747
443860678   187.705  0.631257
443861058   186.124  0.446284
443861235   186.409  0.450639
443861325   186.811  0.43291
443861434   187.205  0.435722
443861528   187.221  0.440196
443861626   187.398  0.492431
443861717   186.907  0.444582
443861809   187.174  0.442546
443861912   187.044  0.443632
443862002   186.483  0.435632
443862090   186.219  0.439883
443862179   187.259  0.473005
443862278   186.701  0.440322
443862368   186.747  0.452859
443862459   187.532  0.467094
443862558   186.846  0.447835
443862652   187.518  0.445052
443862743   186.372  0.478172
443862842   186.622  0.80548
443862881   189.095  0.868854
443863280   186.524  0.450584
443863371   187.261  0.417527
443863464   187.317  0.409653
443863558   186.495  0.392396
443863650   187.2  0.437996
443863745   186.575  0.421082
443863841   187.284  0.406931
443863936   187.156  0.414579
443864037   187.354  0.414688
443864127   187.154  0.401755
443864215   187.243  0.409129
443864309   187.527  0.42724
443864407   187.107  0.436624
443864498   187.129  0.415123
443864591   187.137  0.410964
443864691   186.749  0.422791
443864782   187.214  0.407984
443864883   186.786  0.439585
443864972   187.5  0.424679
443865064   186.923  0.431963
443865153   186.943  0.412645
443865254   186.492  0.4697
443865341   187.425  0.410181
443865434   187.255  0.429939
443865523   186.177  0.405831
443865625   185.871  0.813762
443866068   186.976  0.464472
443866152   186.709  0.406581
443866246   187.942  0.757538
443866470   189.001  1.20241
443866508   188.48  1.31616
443866716   187.305  0.402187
443866809   187.575  0.42036
443866903   187.544  0.415845
443867001   187.417  0.421812
443867092   187.293  0.415098
443867182   187.052  0.398032
443867283   187.321  0.416519
443867374   186.275  0.402023
443867470   187.508  0.422409
443867568   187.422  0.428239
443867660   187.172  0.410161
443867753   187.105  0.405599
443867847   187.058  0.41978
443867934   187.321  0.40193
443868027   187.653  0.431348
443868117   187.163  0.411895
443868226   186.481  0.414684
443868332   187.883  0.601487
443868853   187.274  0.416049
443868954   187.044  0.442447
443869044   186.788  0.414669
443869137   187.101  0.421258
443869237   186.689  0.461477
443869364   187.197  0.458678
443869459   186.78  0.419017
443869553   187.574  0.916764
443873374   190.197  0.697972
443873442   190.395  0.722266
443873512   190.687  0.760241
443874124   190.81  0.695034
443874221   190.161  0.677283
443874291   189.594  0.699336
443874361   190.209  0.707735
443874438   189.815  0.6927
443874508   190.699  0.703726
443874577   190.767  0.725676
443874654   190.615  0.730574
443874729   191.488  1.28534
443874774   190.399  0.74682
443874841   189.536  0.753821
443874914   190.023  0.743304
443874985   189.985  0.724169
443875053   190.37  0.767097
443875126   190.417  0.790531
443875194   190.979  0.807898
443875265   191.1  1.67458
443875389   189.794  1.12985
443875497   190.41  4.33579
443890347   185.178  0.489064
443890405   184.252  0.497971
443890458   186.042  0.471629
443890528   186.83  0.520355
443890586   187.471  0.511008
443890645   187.674  0.524347
443890698   186.973  0.529088
443890756   186.961  0.533668
443890808   187.082  0.500999
443890865   186.891  0.486864
443890942   187.183  0.487824
443891045   187.01  0.423709
443891173   186.2  0.413401
443891281   186.832  0.466895
443891376   187.665  0.423378
443891483   187.545  0.430714
443891590   187.004  0.41866
443891699   187.214  0.422825
443891807   187.139  0.430101
443891917   186.356  0.418788
443892025   187.349  0.711246
