443848018    0   15.8943    4.21513
443848018    1   26.0951    11.3897
443848018    2   22.6466    9.17751
443848018    3   11.4619    2.01828
443848018    4   21.8949    7.61146
443848018    5   10.7952    2.07083
443848318    0   12.827    2.66031
443848318    1   14.1165    2.1122
443848318    2   9.07305    1.02924
443848318    3   8.23117    1.21795
443848318    4   14.7901    5.39769
443848318    5   15.7665    3.09813
443848474    0   12.8021    2.89529
443848474    1   13.4342    1.67126
443848474    2   14.2383    3.96797
443848474    3   23.2451    7.8201
443848474    4   23.5915    8.49888
443848474    5   6.78351    0.584405
443848662    0   8.88835    1.09929
443848662    1   26.9005    8.76091
443848662    2   32.2032    11.1708
443848662    3   9.75377    1.4814
443848662    4   11.7895    2.46426
443848662    5   18.3682    7.10824
443848838    0   7.47434    1.05011
443848838    1   26.3    4.20959
443848838    2   20.4228    9.6651
443848838    3   28.1538    9.20722
443848838    4   11.9546    3.05864
443848838    5   8.66962    1.27894
443849009    0   9.05957    1.53034
443849009    1   14.5941    3.14705
443849009    2   10.3285    1.74995
443849009    3   8.65831    1.47707
443849009    4   10.7726    2.65808
443849009    5   14.3868    4.1641
443849189    0   15.0864    4.48804
443849189    1   25.0753    7.74036
443849189    2   9.10428    1.61435
443849189    3   15.5911    3.96881
443849189    4   15.1093    5.38778
443849189    5   13.8411    3.27667
443850846    0   14.5056    0.591332
443850846    1   16.2884    0.532189
443850846    2   15.3689    0.590491
443850846    3   12.4717    0.527851
443850846    4   13.8145    0.468957
443850846    5   9.62423    0.395034
443850942    0   12.3386    0.483325
443850942    1   16.4155    0.579307
443850942    2   14.5003    0.487536
443850942    3   12.124    0.448986
443850942    4   15.0551    0.567046
443851033    0   13.3682    0.543665
443851033    1   16.2712    0.571505
443851033    2   14.6199    0.52665
443851033    3   12.6361    0.51079
443851033    4   14.5937    0.481654
443851033    5   11.2525    0.376583
443851127    0   12.8691    0.513754
443851127    1   16.1314    0.572114
443851127    2   14.4159    0.509846
443851127    3   12.7718    0.489314
443851127    4   14.7299    0.548624
443851127    5   11.8679    0.410372
443851215    0   13.1653    0.529005
443851215    1   15.461    0.533805
443851215    2   14.8132    0.493454
443851215    3   12.7219    0.508416
443851215    4   14.4832    0.53617
443851215    5   11.9683    0.383236
