444140008 1012.92 4.3003 29.8695 43.2395 593.065 3554.71 16.8125 2.38923e+06 2.66434e+06 705414 10653 167367 9.62027
444140086 1012.89 4.3003 29.916 43.2927 584.983 3583.67 16.8438 1.58251e+06 1.76546e+06 470655 6246 100120 8.16312
444140166 1012.88 4.3003 29.8581 43.3202 582.288 3569.22 16.8958 4.47666e+06 4.18125e+06 706395 24775 249395 5.68404
444140353 1012.88 4.3003 29.8464 43.3724 582.288 3558.64 16.8438 3.82156e+06 3.56069e+06 604119 21605 216628 5.77497
444140449 1012.74 4.3003 29.9685 43.3392 583.443 3560.09 16.9062 3.66739e+06 3.41375e+06 577099 21100 212070 5.81282
444140550 1012.71 4.3003 29.8884 43.3226 590.371 3548.31 16.875 3.53966e+06 3.31139e+06 561891 19135 192239 5.77639
444140646 1012.74 4.3003 29.8205 43.3494 590.371 3565.46 16.9375 2.31686e+06 2.13927e+06 358313 14917 147585 5.75042
444140749 1012.68 4.3003 29.872 43.3724 579.979 3566.13 16.875 3.26484e+06 3.03303e+06 516827 18114 182337 5.7775
444140843 1012.71 4.3003 29.9075 43.3996 593.065 3560.98 16.875 4.44415e+06 4.15419e+06 707143 23514 237701 5.75511
444140938 1012.68 4.3003 29.8939 43.4152 584.983 3570.1 16.9375 6.37103e+06 5.93015e+06 1.00651e+06 36084 365346 5.76518
444141035 1012.62 4.3003 29.77 43.3724 590.371 3568.53 16.875 3.13555e+06 2.91918e+06 493625 17676 177184 5.79779
444141134 1012.57 4.3003 29.8099 43.4721 587.677 3570.84 16.875 4.90378e+06 4.59794e+06 782460 26146 264738 5.84202
444141224 1012.61 4.3003 29.77 43.4152 590.371 3556.57 16.9583 3.61257e+06 3.37678e+06 570466 19606 198740 5.73195
444141325 1012.5 4.3003 29.7743 43.4721 585.521 3541.28 16.875 4.20372e+06 3.90951e+06 656189 24400 244238 5.8275
444141421 1012.47 4.3003 29.77 43.4092 580.387 3535.9 16.9583 736840 688538 116843 3963 39245 5.81759
444141576 1012.5 4.3003 29.8046 43.3974 583.097 3550.83 16.9688 3.2047e+06 2.92783e+06 492004 19012 189555 5.77467
444141668 1012.48 4.3003 29.8457 43.4721 592.576 3566.61 16.875 5.55067e+06 5.11321e+06 869572 30775 307853 5.79696
444141765 1012.38 4.3003 29.796 43.419 583.097 3568.15 16.9375 4.41492e+06 4.05939e+06 687480 24637 248436 5.8101
444141905 1012.37 4.3003 29.8803 43.5095 581.554 3547.66 16.9375 2.22232e+06 2.09815e+06 354088 12663 129038 5.39326
444142086 1012.27 4.3003 29.7538 43.3954 586.907 3564.69 16.9167 2.92715e+06 2.69434e+06 455809 16795 168943 5.78557
444142182 1012.27 4.3003 29.7808 43.4721 578.247 3551.26 16.8958 3.99953e+06 3.70136e+06 626564 22314 225287 5.68418
444142247 1012.32 4.3003 29.8998 43.522 586.33 3535.9 16.9062 4.91865e+06 4.53587e+06 769016 26978 270003 5.91111
444142330 1012.37 4.3003 29.8395 43.4178 585.962 3564.69 16.9583 4.77205e+06 4.37974e+06 739295 27822 280921 5.7757
444142431 1012.38 4.3003 29.8998 43.3835 579.763 3557.02 16.8958 2.96255e+06 2.74104e+06 466549 15646 158889 5.80664
444142526 1012.27 4.3003 29.7561 43.4415 583.758 3533.66 16.9167 3.86129e+06 3.56922e+06 605674 20274 204285 5.82394
444142620 1012.26 4.3003 29.8065 43.4721 588.167 3556.06 16.9688 3.24412e+06 2.97536e+06 500364 18400 186337 5.77841
444142722 1012.1 4.3003 29.7885 43.4921 586.641 3577.24 16.9062 2.55505e+06 2.3591e+06 399444 14120 141856 5.77397
444142816 1012.17 4.3003 29.8176 43.512 592.796 3576.21 16.9062 3.83286e+06 3.53424e+06 601756 20777 208478 5.77454
444142911 1012.11 4.3003 29.76 43.5182 583.443 3538.35 16.9688 4.47138e+06 4.12697e+06 700081 23950 240322 5.75254
444143007 1012.16 4.3003 29.8905 43.512 594.78 3540.38 16.8958 4.86998e+06 4.49165e+06 757563 27214 269430 5.76762
444143108 1012.22 4.3003 29.889 43.4437 586.641 3535.9 16.9625 2.26302e+06 2.06528e+06 347408 13625 136278 5.80978
444143203 1012.14 4.3003 29.8821 43.454 588.639 3540.79 16.9688 3.47367e+06 3.18636e+06 539140 19276 193942 5.71398
444143298 1012.18 4.3003 29.9234 43.4555 590.371 3550.37 17 4.13565e+06 3.78994e+06 636607 24745 246447 5.78178
444143393 1012.17 4.3003 29.9142 43.4456 588.35 3568.15 16.9375 2.45764e+06 2.25206e+06 381483 14204 142587 5.72033
444143494 1012.14 4.3003 29.9142 43.5434 585.962 3544.86 16.875 2.78833e+06 2.55555e+06 430906 15841 160460 5.75305
444143590 1012.02 4.3003 29.8546 43.441 584.983 3553.54 16.9583 2.43392e+06 2.24026e+06 380624 13352 134126 5.78752
444143819 1012.06 4.3003 29.7464 43.5434 590.371 3553.82 16.9062 2.10836e+06 1.93098e+06 324526 12198 121241 5.77588
444143903 1011.96 4.3003 29.7613 43.5291 583.097 3537.48 17 2.1109e+06 1.93315e+06 326389 11748 118627 5.81448
444144010 1011.92 4.3003 29.8395 43.5095 587.138 3555.1 16.9375 2.296e+06 2.08744e+06 350395 14135 142077 5.79069
444144105 1011.88 4.3003 29.9215 43.512 581.554 3568.15 16.9375 4.92756e+06 4.54536e+06 772813 26275 265166 5.76008
444144205 1011.88 4.3003 29.8644 43.5434 583.097 3548.31 16.9375 6.3143e+06 5.83376e+06 989625 34257 341919 5.77095
444144300 1011.83 4.3003 29.9171 43.5488 584.309 3531.77 16.9375 2.92093e+06 2.67124e+06 449636 17432 174275 5.81098
444144394 1011.74 4.3003 29.8749 43.5642 580.672 3535.9 16.9688 4.31678e+06 3.98496e+06 678164 23347 233283 5.76222
444144491 1011.72 4.3003 29.872 43.5434 586.641 3546.24 16.9375 5.65338e+06 5.1785e+06 870067 32964 327634 5.76785
444144592 1011.74 4.3003 29.8731 43.6431 590.371 3552.44 16.9688 3.21857e+06 2.954e+06 498324 17733 177293 5.88641
444144689 1011.62 4.3003 29.8674 43.6573 582.288 3554.87 16.9375 4.86533e+06 4.48082e+06 759214 26616 266303 5.77088
444144792 1011.57 4.3003 29.7967 43.6217 587.946 3578.9 17 4.57755e+06 4.20201e+06 712674 25844 262740 5.81066
444144893 1011.46 4.3003 29.8821 43.6716 584.775 3547.42 16.9583 4.10321e+06 3.77714e+06 637358 21146 210513 5.76206
444144982 1011.41 4.3003 29.7416 43.7997 590.371 3580.69 16.9792 5.27204e+06 4.84482e+06 821520 29326 295620 5.7731
444145084 1011.38 4.3003 29.77 43.6915 590.371 3574.72 16.9375 3.92854e+06 3.58788e+06 603110 23989 238873 5.79892
444145180 1011.26 4.3003 29.7497 43.7339 582.288 3577.89 16.9062 4.7509e+06 4.37365e+06 742810 25813 259359 5.80916
444145279 1011.25 4.3003 29.7743 43.7329 583.097 3572.55 17 1.11685e+07 1.03082e+07 1.74543e+06 60726 613967 5.72189
444145374 1011.15 4.3003 29.8436 43.7879 590.371 3572.55 16.9583 5.58112e+06 5.11732e+06 863718 31754 317384 7.13054
444145470 1011.04 4.3003 29.785 43.8045 586.641 3553.82 16.9062 2.74146e+06 2.50878e+06 418909 16640 165733 6.17716
444145565 1011.1 4.3003 29.8552 43.7879 593.402 3553 17 4.55467e+06 4.19355e+06 713083 25683 255578 5.84286
444145660 1011.01 4.3003 29.7582 43.7962 579.594 3565.46 16.9375 5.44228e+06 5.01913e+06 850364 29773 296820 5.86596
444145755 1010.97 4.3003 29.6958 43.8891 588.167 3589.65 16.9792 3.4742e+06 3.16642e+06 535321 21360 214865 5.83261
444145849 1010.87 4.3003 29.7267 43.8211 585.962 3576.21 16.9375 3.41518e+06 3.15284e+06 533261 18559 185786 5.80778
444145943 1010.85 4.3003 29.7311 43.8876 587.677 3558.94 17 3.67563e+06 3.3756e+06 572528 20447 203993 5.84647
444146042 1010.8 4.3003 29.6964 43.8863 598.454 3553.18 16.9375 3.00794e+06 2.76292e+06 466678 17297 173984 5.76261
444146129 1010.68 4.3003 29.7137 43.9109 585.962 3543.96 16.9375 3.99852e+06 3.66636e+06 619611 22470 225043 5.83112
444146230 1010.54 4.3003 29.8219 43.9582 587.677 3547.42 16.9688 3.34867e+06 3.04969e+06 515418 19435 195508 5.76809
444146325 1010.58 4.3003 29.77 43.9477 588.35 3555.1 16.9688 4.7171e+06 4.35714e+06 744444 25297 255850 5.8358
444146420 1010.56 4.3003 29.7484 44.016 583.443 3549.34 16.9688 4.64436e+06 4.27616e+06 728745 24886 252171 5.80858
444146515 1010.52 4.3003 29.8311 44.055 590.371 3570.45 17 3.84016e+06 3.53156e+06 596559 21775 216926 5.81261
444146610 1010.49 4.3003 29.8467 43.9818 585.521 3577.43 16.9583 4.78179e+06 4.39712e+06 743750 26284 265092 5.79881
444146704 1010.32 4.3003 29.8042 44.0561 592.796 3570.84 16.9688 1.60374e+06 1.45518e+06 244869 9507 94410 5.78573
444146798 1010.38 4.3003 29.8627 44.0397 590.371 3551.58 17 2.79514e+06 2.54117e+06 428229 17140 172067 5.86226
444146892 1010.37 4.3003 29.7885 44.161 586.907 3551.58 16.9375 3.28455e+06 2.99979e+06 508672 19164 192854 5.84412
444146992 1010.41 4.3003 29.7746 44.1317 590.371 3549.34 17 4.50914e+06 4.1534e+06 705412 24995 252064 5.81161
